occupation,frequency,cluster_id,category_name
Forniture navali e industriali,2,6,"Maritime, shipping & transport"
Lavori portuali,2,6,"Maritime, shipping & transport"
Navigazione lagunare,2,6,"Maritime, shipping & transport"
Pesce marittima,2,6,"Maritime, shipping & transport"
Portabagagli,2,6,"Maritime, shipping & transport"
Provveditori marittimi,2,6,"Maritime, shipping & transport"
Riparazioni barche e motori,2,6,"Maritime, shipping & transport"
Spedizioni e trasporfti,2,6,"Maritime, shipping & transport"
Agenzia Trasporti,2,6,"Maritime, shipping & transport"
Trasporti marittimi,2,6,"Maritime, shipping & transport"
trasporti,2,6,"Maritime, shipping & transport"
navi (demolizione),2,6,"Maritime, shipping & transport"
cantieri navale,2,6,"Maritime, shipping & transport"
autorasporti,2,6,"Maritime, shipping & transport"
Trasporti marittimi fluviali e terrestri,2,6,"Maritime, shipping & transport"
shipping and transportation,2,6,"Maritime, shipping & transport"
presso Adriatica di Navigazione,1,6,"Maritime, shipping & transport"
Agenzie di traslochi,1,6,"Maritime, shipping & transport"
Agenzia Marittima e Casa di Spedizioni,1,6,"Maritime, shipping & transport"
Agenzie di trasporti,1,6,"Maritime, shipping & transport"
Autonoleggi e Autorimesse,1,6,"Maritime, shipping & transport"
"""Cantieri Navali""",1,6,"Maritime, shipping & transport"
Cantiere Navale e Officine Meccaniche,1,6,"Maritime, shipping & transport"
CANTIERE NAVALE,1,6,"Maritime, shipping & transport"
Demolizione Navi,1,6,"Maritime, shipping & transport"
Applicazioni elettroautomatiche impianti terrestri e navali,1,6,"Maritime, shipping & transport"
Forniture per imbarcazioni,1,6,"Maritime, shipping & transport"
Forniture marittime,1,6,"Maritime, shipping & transport"
provveditoria marittimo,1,6,"Maritime, shipping & transport"
forniture navali,1,6,"Maritime, shipping & transport"
"__SECTION__,,Imberchi e sbarchi""",1,6,"Maritime, shipping & transport"
COSTRUZIONI PONTILI E OPERE PORTUALI,1,6,"Maritime, shipping & transport"
Impresa Lavori Edili e Marittimi,1,6,"Maritime, shipping & transport"
"Sestri, Agenzia di Padova: Ditta Michele Trappetti. Corso del Popolo, 1, Telefono: 24-587. Motori Diesel ad iniezione meccanica per impianti fissi e marini, Motori a gasogeno.",1,6,"Maritime, shipping & transport"
Concessionario Marelli,1,6,"Maritime, shipping & transport"
Agenzia Marittima e spedizioni internazionali,1,6,"Maritime, shipping & transport"
di spedizione,1,6,"Maritime, shipping & transport"
Trasporti aerei,1,6,"Maritime, shipping & transport"
Trasporti marittimi e fluviali,1,6,"Maritime, shipping & transport"
Società Adriatica Trasporti Turismo Imbarchi,1,6,"Maritime, shipping & transport"
TRASPORTI POSTALI,1,6,"Maritime, shipping & transport"
TRASPORTI SERVIZI PORTUALI,1,6,"Maritime, shipping & transport"
trasporti fluviali,1,6,"Maritime, shipping & transport"
costruzioni e riparazioni navali,1,6,"Maritime, shipping & transport"
provveditorii marittima,1,6,"Maritime, shipping & transport"
navi compravendita,1,6,"Maritime, shipping & transport"
Importazioni ed esportazioni varie,1,6,"Maritime, shipping & transport"
"Trasporti marittimi, fluviali e terrestri",1,6,"Maritime, shipping & transport"
Organizzazione Trasporti di qualsiasi tipo,1,6,"Maritime, shipping & transport"
"Cantieri navali, trasporti marittimi fluviali e terrestri",1,6,"Maritime, shipping & transport"
mediatrice e sensale marittima,1,6,"Maritime, shipping & transport"
Direzione Marittima e Gabinetto,1,6,"Maritime, shipping & transport"
imprese e opere marittime,1,6,"Maritime, shipping & transport"
Fornitore Marittime,1,6,"Maritime, shipping & transport"
Noleggio Imbarcazioni,1,6,"Maritime, shipping & transport"
Agenzia Traslochi,1,6,"Maritime, shipping & transport"
Automoleggigo e Autorimessa,1,6,"Maritime, shipping & transport"
ippotrasporti,1,6,"Maritime, shipping & transport"
Capo Cantiere da A. C. N. I. L.,1,6,"Maritime, shipping & transport"
Costruzioni Navali,1,6,"Maritime, shipping & transport"
Trasporti Postali Carcerari,1,6,"Maritime, shipping & transport"
cantiere navale S. An,1,6,"Maritime, shipping & transport"
cantiere navale Monigrea,1,6,"Maritime, shipping & transport"
imprese opere marittime,1,6,"Maritime, shipping & transport"
casa di spedizione,1,6,"Maritime, shipping & transport"
Esclusivisti delle rnigliori Marche Nazionali ed Estere,1,6,"Maritime, shipping & transport"
Negozio l’imbarchaioni,1,6,"Maritime, shipping & transport"
 noleggio riparazioni),1,6,"Maritime, shipping & transport"
Agenzia Marittima e Spedizioni Internazionali,1,6,"Maritime, shipping & transport"
casi di spedizione,1,6,"Maritime, shipping & transport"
autotrasport,1,6,"Maritime, shipping & transport"
Imbarcazioni e sbarchi,1,6,"Maritime, shipping & transport"
agenzia nolleggio film,1,6,"Maritime, shipping & transport"
mobiliti usati,1,6,"Maritime, shipping & transport"
Gestione Agenzie Marittime,1,6,"Maritime, shipping & transport"
autonoleggio e automorsa,1,6,"Maritime, shipping & transport"
trasporti e spedizioni,1,6,"Maritime, shipping & transport"
Trasporti Fluviali,1,6,"Maritime, shipping & transport"
importazione ed espor tazione varie,1,6,"Maritime, shipping & transport"
"di Spedizione, spedizioni e trasporti",1,6,"Maritime, shipping & transport"
Cantiere navale,1,6,"Maritime, shipping & transport"
Autero trasporti,1,6,"Maritime, shipping & transport"
"Organizzazione Trasporti, spedizioni e trasporti",1,6,"Maritime, shipping & transport"
autoviatporti,1,6,"Maritime, shipping & transport"
Provveditoria Marittima,1,6,"Maritime, shipping & transport"
armatore-aganzuia marittima,1,6,"Maritime, shipping & transport"
cantlere navale,1,6,"Maritime, shipping & transport"
 importazioni ed esportazioni varie,1,6,"Maritime, shipping & transport"
noloeggio imbarcazioni,1,6,"Maritime, shipping & transport"
ricuperi navali,1,6,"Maritime, shipping & transport"
agenzia marittima spdiuzion,1,6,"Maritime, shipping & transport"
Imbarcbi e sbarchi,1,6,"Maritime, shipping & transport"
"spedizioni, agenzia marittima",1,6,"Maritime, shipping & transport"
nolleggno imbarcazioni,1,6,"Maritime, shipping & transport"
Industrie Navali Officina Meccanicee,1,6,"Maritime, shipping & transport"
Servizi autotrasporti Industriali di,1,6,"Maritime, shipping & transport"
Soc. Coop. Autotrasporti cel eri internazionali,1,6,"Maritime, shipping & transport"
fluviali e terrestri,1,6,"Maritime, shipping & transport"
"carburanti, forniture navali, combustibili",1,6,"Maritime, shipping & transport"
Sindacato Imprese Trasporti Recuperi e Ricostruzioni attivita navale,1,6,"Maritime, shipping & transport"
c .i o noleggi,1,6,"Maritime, shipping & transport"
"autotrasporti, spedizioni",1,6,"Maritime, shipping & transport"
 Imbarcazioni,1,6,"Maritime, shipping & transport"
Casa di Spedizioni,1,6,"Maritime, shipping & transport"
Navigazione Fluviale,1,6,"Maritime, shipping & transport"
Rimorchi navali,1,6,"Maritime, shipping & transport"
Società Autotrasporti Saturnia,1,6,"Maritime, shipping & transport"
provveditore marittimo,1,6,"Maritime, shipping & transport"
agenzia aunnitima spedizioni e trasporti,1,6,"Maritime, shipping & transport"
spedizioni trasporti navigazione,1,6,"Maritime, shipping & transport"
"Suoc Fratelli Scarpa, Agenzia Marittima e Casa di Spedizioni",1,6,"Maritime, shipping & transport"
Società di Navigazione Ae-rea,1,6,"Maritime, shipping & transport"
Agenzia marittima,1,6,"Maritime, shipping & transport"
Agenzia di viaggi e turismo,1,6,"Maritime, shipping & transport"
trasporti marittimi diurnali e terrestri,1,6,"Maritime, shipping & transport"
"Comando Militare Mar., Autorità dell'Alto Adriatico, Arsenale",1,6,"Maritime, shipping & transport"
impianti terrestri e navali,1,6,"Maritime, shipping & transport"
Soc. Naz. Trasporti e Fratelli Gondrano,1,6,"Maritime, shipping & transport"
FERRO-VE DELLE STATO,1,6,"Maritime, shipping & transport"
Comando Militare Maritt Aut. dell'Alto Adriatico,1,6,"Maritime, shipping & transport"
Comando Milit. Maritt. Art. dell'Alto Adriatico | Arsenale,1,6,"Maritime, shipping & transport"
"cicità, noleggio imbarcazioni",1,6,"Maritime, shipping & transport"
nolleggio imbarcazioni,1,6,"Maritime, shipping & transport"
Sezione Estuario e Marghera,1,6,"Maritime, shipping & transport"
Diritto della navigazione,1,6,Education & academic institutions
"Com. Reg., Fed. It. Canottaggio (FIC)",1,6,"Maritime, shipping & transport"
"SOCIETÀ ADRIATICA TRASPORTI TURISMO IMBARCHI, SBARCHI, (GIÀ SUCO. GUETTA SOC. AN.) UFFICIO VIAGGI E TURISMO,",1,6,"Maritime, shipping & transport"
cantiere navale ricuperi,1,6,"Maritime, shipping & transport"
"Costruzione riparazione e motorizzazione Burchi, Bragozzi, Topi, Maone, Peate; Motoscafi di lusso e da trasporto - Arredamento completo del natante",1,6,"Maritime, shipping & transport"
autotrasporti ricuperi navali,1,6,"Maritime, shipping & transport"
Agenzia Marittima e casa di spedizioni,1,6,"Maritime, shipping & transport"
"s. 8. a r. 1., lavori manovalanza",1,6,"Maritime, shipping & transport"
iucoperi navali,1,6,"Maritime, shipping & transport"
Costruzioni mercante,1,6,"Maritime, shipping & transport"
ag. capo Stazione Marittima,1,6,"Maritime, shipping & transport"
Trattorie,184,7,"Food, grocery & pharmacy retail"
Alimentari,137,7,"Food, grocery & pharmacy retail"
Farmacista,125,7,"Food, grocery & pharmacy retail"
alimentari (dett.),72,7,"Food, grocery & pharmacy retail"
Generi alimentari,66,7,"Food, grocery & pharmacy retail"
macelleria,58,7,"Food, grocery & pharmacy retail"
Caffe,53,7,"Food, grocery & pharmacy retail"
Farmacisti,46,7,"Food, grocery & pharmacy retail"
Tabaccherie,45,7,"Food, grocery & pharmacy retail"
Panifici,42,7,"Food, grocery & pharmacy retail"
Frutta e verdura GROSSISTI,39,7,"Food, grocery & pharmacy retail"
Vini (grossisti),38,7,"Food, grocery & pharmacy retail"
panificio,35,7,"Food, grocery & pharmacy retail"
Salumi (negozi),32,7,"Food, grocery & pharmacy retail"
farmacista,32,7,"Food, grocery & pharmacy retail"
alimentari,30,7,"Food, grocery & pharmacy retail"
Olii commestibili ed affini,29,7,"Food, grocery & pharmacy retail"
tabaccheria,25,7,"Food, grocery & pharmacy retail"
panificio. SS.,23,7,"Food, grocery & pharmacy retail"
pasticceria,22,7,"Food, grocery & pharmacy retail"
Drogherie,21,7,"Food, grocery & pharmacy retail"
Caffè (esercizi),19,7,"Food, grocery & pharmacy retail"
rappresentante generi alimentari,19,7,"Food, grocery & pharmacy retail"
caffè (esercizi),18,7,"Food, grocery & pharmacy retail"
Caffè,17,7,"Food, grocery & pharmacy retail"
Farmacie,16,7,"Food, grocery & pharmacy retail"
Caffe (torrefazione),14,7,"Food, grocery & pharmacy retail"
Frutta secca,14,7,"Food, grocery & pharmacy retail"
Friggitorie e commestibili cotti,13,7,"Food, grocery & pharmacy retail"
Pastifici,13,7,"Food, grocery & pharmacy retail"
farmacia,13,7,"Food, grocery & pharmacy retail"
salumi (negozio),13,7,"Food, grocery & pharmacy retail"
oreficeria,12,7,"Food, grocery & pharmacy retail"
Pesce,11,7,"Food, grocery & pharmacy retail"
Prodotti farmaceutici,11,7,"Food, grocery & pharmacy retail"
(vendita),10,7,"Food, grocery & pharmacy retail"
Ristoranti,10,7,"Food, grocery & pharmacy retail"
ristorante,10,7,"Food, grocery & pharmacy retail"
frutta e verdura (grossista),9,7,"Food, grocery & pharmacy retail"
Tabaccheria,9,7,"Food, grocery & pharmacy retail"
Alimentari (dett.),9,7,"Food, grocery & pharmacy retail"
Frutta,8,7,"Food, grocery & pharmacy retail"
Gelaterie,8,7,"Food, grocery & pharmacy retail"
caffè,8,7,"Food, grocery & pharmacy retail"
Pasticcerie ed affini,7,7,"Food, grocery & pharmacy retail"
vini (grossista),7,7,"Food, grocery & pharmacy retail"
Pesce conserva,6,7,"Food, grocery & pharmacy retail"
frutta e verdura,6,7,"Food, grocery & pharmacy retail"
Alimentari (Dett.),6,7,"Food, grocery & pharmacy retail"
Rosticcerie,5,7,"Food, grocery & pharmacy retail"
Panificio,5,7,"Food, grocery & pharmacy retail"
salumi,5,7,"Food, grocery & pharmacy retail"
mobili (negozio),5,7,"Food, grocery & pharmacy retail"
 grossista,5,7,"Food, grocery & pharmacy retail"
alimentari (dett),5,7,"Food, grocery & pharmacy retail"
bar pasticceria,5,7,"Food, grocery & pharmacy retail"
Caffe (importatori),4,7,"Food, grocery & pharmacy retail"
vini (commercio enologico),4,7,"Food, grocery & pharmacy retail"
drogheria,4,7,"Food, grocery & pharmacy retail"
grossista,4,7,"Food, grocery & pharmacy retail"
alimentari (gross.),4,7,"Food, grocery & pharmacy retail"
gelateria,4,7,"Food, grocery & pharmacy retail"
Aromi per dolci,3,7,"Food, grocery & pharmacy retail"
Bottiglierie,3,7,"Food, grocery & pharmacy retail"
Pesce e crostacei,3,7,"Food, grocery & pharmacy retail"
Alimentari (gross.),3,7,"Food, grocery & pharmacy retail"
 pasticceria,3,7,"Food, grocery & pharmacy retail"
cereali,3,7,"Food, grocery & pharmacy retail"
Pasticceria,3,7,"Food, grocery & pharmacy retail"
Farmacia,3,7,"Food, grocery & pharmacy retail"
pesce (ingrosso),3,7,"Food, grocery & pharmacy retail"
caffe (esercizi),3,7,"Food, grocery & pharmacy retail"
commercio,3,7,"Food, grocery & pharmacy retail"
Fibre vegetali ed affini,2,7,"Food, grocery & pharmacy retail"
"Importazione, Esportazione Frutta e verdura",2,7,"Food, grocery & pharmacy retail"
Frutta e verdura conservate,2,7,"Food, grocery & pharmacy retail"
Gelateria,2,7,"Food, grocery & pharmacy retail"
Latte (grossisti),2,7,"Food, grocery & pharmacy retail"
Liqouri (dettaglio),2,7,"Food, grocery & pharmacy retail"
Pescicoltura,2,7,"Food, grocery & pharmacy retail"
Prodotti agricoli,2,7,"Food, grocery & pharmacy retail"
Salumi (grossisti),2,7,"Food, grocery & pharmacy retail"
Caffè (torrefazione),2,7,"Food, grocery & pharmacy retail"
ghiaccio (vendita),2,7,"Food, grocery & pharmacy retail"
bar-pasticceria,2,7,"Food, grocery & pharmacy retail"
pastificio,2,7,"Food, grocery & pharmacy retail"
oli commestibili,2,7,"Food, grocery & pharmacy retail"
vini grossista,2,7,"Food, grocery & pharmacy retail"
mobili (negozi),2,7,"Food, grocery & pharmacy retail"
alimentaristi (dett.),2,7,"Food, grocery & pharmacy retail"
alimentari (det.),2,7,"Food, grocery & pharmacy retail"
Pesce (ingrosso),2,7,"Food, grocery & pharmacy retail"
Alimentari (det.t),2,7,"Food, grocery & pharmacy retail"
Frutta e verdura (grossista),2,7,"Food, grocery & pharmacy retail"
olii commestibili,2,7,"Food, grocery & pharmacy retail"
caffè (torrefazione),2,7,"Food, grocery & pharmacy retail"
prodotti farmaceutici (commercio),2,7,"Food, grocery & pharmacy retail"
"alimentari gross, drogheria",2,7,"Food, grocery & pharmacy retail"
ottica (commercio),2,7,"Food, grocery & pharmacy retail"
oli commestibili (commercio),2,7,"Food, grocery & pharmacy retail"
vini (grossisti),2,7,"Food, grocery & pharmacy retail"
Rappresentante generi alimentari,2,7,"Food, grocery & pharmacy retail"
friggitoria e commestibili cotti,2,7,"Food, grocery & pharmacy retail"
(grossista),2,7,"Food, grocery & pharmacy retail"
caffè (surrogati),2,7,"Food, grocery & pharmacy retail"
giornali (distribuzione),2,7,"Food, grocery & pharmacy retail"
Gruppo Ristoranti trattorie,1,7,"Food, grocery & pharmacy retail"
"Caffé, bar, bottigliere, birrierc",1,7,"Food, grocery & pharmacy retail"
Alcool denaturato,1,7,"Food, grocery & pharmacy retail"
scambio generi alimentarii,1,7,"Food, grocery & pharmacy retail"
gestione caffè,1,7,"Food, grocery & pharmacy retail"
Carni conservate,1,7,"Food, grocery & pharmacy retail"
Carni e Frattaglie cotte,1,7,"Food, grocery & pharmacy retail"
produzione distribuzione,1,7,"Food, grocery & pharmacy retail"
Esercizio caffè,1,7,"Food, grocery & pharmacy retail"
"Vini, Liquori, Alimentari, Rappresentanze e Depositi",1,7,"Food, grocery & pharmacy retail"
"Rappresentanza di case produttrici di medicinali, prodotti dietetici, chimici, sanitari, igienici, ortopedici, galenici",1,7,"Food, grocery & pharmacy retail"
Medicinali,1,7,"Food, grocery & pharmacy retail"
"Pasticcerie, Liquori, Vini",1,7,"Food, grocery & pharmacy retail"
(commercio),1,7,"Food, grocery & pharmacy retail"
Assistenza generi razionati agli alimentari bar alberghi,1,7,"Food, grocery & pharmacy retail"
Ristoranti vegetariani,1,7,"Food, grocery & pharmacy retail"
giornalaio (vendita),1,7,"Food, grocery & pharmacy retail"
il caffè (esercizio),1,7,"Food, grocery & pharmacy retail"
Alimentari (dett),1,7,"Food, grocery & pharmacy retail"
"Bar, Caffè",1,7,"Food, grocery & pharmacy retail"
Accomodini Verzemin Alimentari D. Caonet di. Ca Ponte e C. Alimentari (arross.),1,7,"Food, grocery & pharmacy retail"
"Panificio, pastificio",1,7,"Food, grocery & pharmacy retail"
alimentari (gross e,1,7,"Food, grocery & pharmacy retail"
importo di Consumo,1,7,"Food, grocery & pharmacy retail"
prodotti chimici (commercio),1,7,"Food, grocery & pharmacy retail"
latticini alimentari,1,7,"Food, grocery & pharmacy retail"
salumeria,1,7,"Food, grocery & pharmacy retail"
alimentari (grosso),1,7,"Food, grocery & pharmacy retail"
macelleria (introduced bestiame),1,7,"Food, grocery & pharmacy retail"
 negozio,1,7,"Food, grocery & pharmacy retail"
macelleria (introduttore Ac. stime),1,7,"Food, grocery & pharmacy retail"
Rappresentante Generi Alimentari,1,7,"Food, grocery & pharmacy retail"
Alimentarì (dett.),1,7,"Food, grocery & pharmacy retail"
"alimentari, (dett.)",1,7,"Food, grocery & pharmacy retail"
"drogheria, apprendante prodotti chimici",1,7,"Food, grocery & pharmacy retail"
negozio,1,7,"Food, grocery & pharmacy retail"
Caffè {torreflazione),1,7,"Food, grocery & pharmacy retail"
latte (grossista),1,7,"Food, grocery & pharmacy retail"
rappresentante generali alimentarali,1,7,"Food, grocery & pharmacy retail"
rappresentante generi alimentari tevi (grosso),1,7,"Food, grocery & pharmacy retail"
mobilio (negozio),1,7,"Food, grocery & pharmacy retail"
mobilit (negozio),1,7,"Food, grocery & pharmacy retail"
alimentari (dtt.),1,7,"Food, grocery & pharmacy retail"
caffe' (esercizi),1,7,"Food, grocery & pharmacy retail"
aromi per dolci,1,7,"Food, grocery & pharmacy retail"
"Compagnia Erbe, Medicinali, Alimentari",1,7,"Food, grocery & pharmacy retail"
Vini (Grossista),1,7,"Food, grocery & pharmacy retail"
droghcr (commercio),1,7,"Food, grocery & pharmacy retail"
caffè (eserzio),1,7,"Food, grocery & pharmacy retail"
piante e sementi,1,7,"Food, grocery & pharmacy retail"
prodotti agricoli,1,7,"Food, grocery & pharmacy retail"
droghe (commercio),1,7,"Food, grocery & pharmacy retail"
"Soc. Coop. a r. l, alimentari (det.t.)",1,7,"Food, grocery & pharmacy retail"
Salumi (negozio),1,7,"Food, grocery & pharmacy retail"
Zuccherificio,1,7,"Food, grocery & pharmacy retail"
Latte (produzione),1,7,"Food, grocery & pharmacy retail"
"Alimentari (gross.), loc. Villabona",1,7,"Food, grocery & pharmacy retail"
"caffè (esercizi) | ""Circolo Varioni""",1,7,"Food, grocery & pharmacy retail"
"Soc. Coop. a. r. e. 1., alimentari (dett.)",1,7,"Food, grocery & pharmacy retail"
"s. a. r. 1., alimentari (dett.)",1,7,"Food, grocery & pharmacy retail"
vini alimentari (ingrosso) (dett.),1,7,"Food, grocery & pharmacy retail"
ottici (commerce),1,7,"Food, grocery & pharmacy retail"
dolciumi (girosso),1,7,"Food, grocery & pharmacy retail"
 bottiglieria. (esercizi),1,7,"Food, grocery & pharmacy retail"
salumn (negozio),1,7,"Food, grocery & pharmacy retail"
frigorifero e commcerstihii; catti,1,7,"Food, grocery & pharmacy retail"
Soc. Industria Conserv alimentari,1,7,"Food, grocery & pharmacy retail"
cartu (commercio),1,7,"Food, grocery & pharmacy retail"
 (commercio),1,7,"Food, grocery & pharmacy retail"
e spechi (commercio e lavorazione),1,7,"Food, grocery & pharmacy retail"
Fruttivendolo,1,7,"Food, grocery & pharmacy retail"
frutti e vermora (grossista),1,7,"Food, grocery & pharmacy retail"
Formaggio burro e conserva,1,7,"Food, grocery & pharmacy retail"
Alimentari (dett.); Latteria,1,7,"Food, grocery & pharmacy retail"
frutta e vedura,1,7,"Food, grocery & pharmacy retail"
cereali (grossista e deposito),1,7,"Food, grocery & pharmacy retail"
dolciumi (ingrosso),1,7,"Food, grocery & pharmacy retail"
commerciatista,1,7,"Food, grocery & pharmacy retail"
pesce e crostacei,1,7,"Food, grocery & pharmacy retail"
olii commestibili (commercio),1,7,"Food, grocery & pharmacy retail"
"S. A., caffè",1,7,"Food, grocery & pharmacy retail"
farmacie,1,7,"Food, grocery & pharmacy retail"
Pasticcerias,1,7,"Food, grocery & pharmacy retail"
rappresentanze generi alimentarii,1,7,"Food, grocery & pharmacy retail"
 (grossista),1,7,"Food, grocery & pharmacy retail"
carta (grossista),1,7,"Food, grocery & pharmacy retail"
marmellate frutta vendura (grossista),1,7,"Food, grocery & pharmacy retail"
perlo (lavoro e commercio),1,7,"Food, grocery & pharmacy retail"
Alimentari (gross),1,7,"Food, grocery & pharmacy retail"
"Commercio riso, farina, legumi, Ortaggi conservati all'orto, Carta da imbacco, Saponi in genere",1,7,"Food, grocery & pharmacy retail"
farmaciaa,1,7,"Food, grocery & pharmacy retail"
alimentari gross.,1,7,"Food, grocery & pharmacy retail"
rappresentante penni alimentari,1,7,"Food, grocery & pharmacy retail"
frutta secca,1,7,"Food, grocery & pharmacy retail"
alimentari (dott.),1,7,"Food, grocery & pharmacy retail"
frutta,1,7,"Food, grocery & pharmacy retail"
grossista liquori,1,7,"Food, grocery & pharmacy retail"
grossisti,1,7,"Food, grocery & pharmacy retail"
Pasticceria e Bar,1,7,"Food, grocery & pharmacy retail"
"prodotti officinali,S.g.r.l. prodotti farmaceutici (commerciali)",1,7,"Food, grocery & pharmacy retail"
olii commestibili (commerce),1,7,"Food, grocery & pharmacy retail"
frutta e verdura (Grossista),1,7,"Food, grocery & pharmacy retail"
commercio enologico,1,7,"Food, grocery & pharmacy retail"
"Frutta, Verdura",1,7,"Food, grocery & pharmacy retail"
Bar caffè (esercii),1,7,"Food, grocery & pharmacy retail"
caffe (servizii),1,7,"Food, grocery & pharmacy retail"
"alimentari, gross.",1,7,"Food, grocery & pharmacy retail"
"alimentari, detti",1,7,"Food, grocery & pharmacy retail"
"caffe, commercio, droghe e dolciumi, Coloniali",1,7,"Food, grocery & pharmacy retail"
"caffè, importatori, droghe e dolciumi, coloniali",1,7,"Food, grocery & pharmacy retail"
carne vegetale,1,7,"Food, grocery & pharmacy retail"
 liquori (fabbrica e deposito),1,7,"Food, grocery & pharmacy retail"
 ingrosso,1,7,"Food, grocery & pharmacy retail"
carta (commercio),1,7,"Food, grocery & pharmacy retail"
carbone e legna (grossisti),1,7,"Food, grocery & pharmacy retail"
Rappresentanze Medicinali,1,7,"Food, grocery & pharmacy retail"
Rappresentanze Produttrici di Medicinali,1,7,"Food, grocery & pharmacy retail"
Coloniali detersivi saponi affii (commercio),1,7,"Food, grocery & pharmacy retail"
alimentari (dettaglianti),1,7,"Food, grocery & pharmacy retail"
"ottico (commercio), dischi, radio",1,7,"Food, grocery & pharmacy retail"
friggitioria e commestibili cotti,1,7,"Food, grocery & pharmacy retail"
"pasticceria, bar",1,7,"Food, grocery & pharmacy retail"
"modisteria, succe. di Baroncelli",1,7,"Food, grocery & pharmacy retail"
salumi (grossista),1,7,"Food, grocery & pharmacy retail"
commercisita,1,7,"Food, grocery & pharmacy retail"
alimentari (dettagli),1,7,"Food, grocery & pharmacy retail"
vini rappresentante generi alimentari,1,7,"Food, grocery & pharmacy retail"
alimenti (dett. c. ingrosso),1,7,"Food, grocery & pharmacy retail"
abitì confezionati,1,7,"Food, grocery & pharmacy retail"
Pelet (lavor. e commercio),1,7,"Food, grocery & pharmacy retail"
 drogheria,1,7,"Food, grocery & pharmacy retail"
Industria sur- roggati cffe,1,7,"Food, grocery & pharmacy retail"
prodotti farmaceutici,1,7,"Food, grocery & pharmacy retail"
caffe,1,7,"Food, grocery & pharmacy retail"
artic. commestibili (commercio),1,7,"Food, grocery & pharmacy retail"
per prodotti e commercio,1,7,"Food, grocery & pharmacy retail"
Compra Vendita Caffè e Ristoranti,1,7,"Food, grocery & pharmacy retail"
Salumi,1,7,"Food, grocery & pharmacy retail"
"cereali (grossista), olii commestibili (commecio)",1,7,"Food, grocery & pharmacy retail"
"drogheria, pasticceria",1,7,"Food, grocery & pharmacy retail"
Droghiere,1,7,"Food, grocery & pharmacy retail"
e commercio,1,7,"Food, grocery & pharmacy retail"
Alimentari (GROSS),1,7,"Food, grocery & pharmacy retail"
Rosticceria,1,7,"Food, grocery & pharmacy retail"
"alimentari, numero",1,7,"Food, grocery & pharmacy retail"
alimentari (dettaglio),1,7,"Food, grocery & pharmacy retail"
macelleria (introduttore bestiame),1,7,"Food, grocery & pharmacy retail"
caffé,1,7,"Food, grocery & pharmacy retail"
alimentari (gros.),1,7,"Food, grocery & pharmacy retail"
Latte (grossista),1,7,"Food, grocery & pharmacy retail"
commerciants,1,7,"Food, grocery & pharmacy retail"
 specialità veneziane articoli sportivi,1,7,"Food, grocery & pharmacy retail"
bakery,1,7,"Food, grocery & pharmacy retail"
negozio imbacazioni,1,7,"Food, grocery & pharmacy retail"
alimentari (d.t.),1,7,"Food, grocery & pharmacy retail"
alimentari (detta.),1,7,"Food, grocery & pharmacy retail"
 affini (vendita),1,7,"Food, grocery & pharmacy retail"
"cioccolopo, caffè (esercizi)",1,7,"Food, grocery & pharmacy retail"
"caffe, (esercizi)",1,7,"Food, grocery & pharmacy retail"
Cereali,1,7,"Food, grocery & pharmacy retail"
Vini (grossista),1,7,"Food, grocery & pharmacy retail"
cereali (grossista e de-posto),1,7,"Food, grocery & pharmacy retail"
alimentarist (gross),1,7,"Food, grocery & pharmacy retail"
 alimentari,1,7,"Food, grocery & pharmacy retail"
"ristorante, caffè",1,7,"Food, grocery & pharmacy retail"
"Confezioni ""Al Pupo"" Per Bambini",1,7,"Food, grocery & pharmacy retail"
Negozi,1,7,"Food, grocery & pharmacy retail"
Commercio,1,7,"Food, grocery & pharmacy retail"
 piante e sementi,1,7,"Food, grocery & pharmacy retail"
rappresentante generale alimentari,1,7,"Food, grocery & pharmacy retail"
Negoziante,1,7,"Food, grocery & pharmacy retail"
"Vini (grossista), liquori (fabbrica & deposito)",1,7,"Food, grocery & pharmacy retail"
"t. r. I., per la gestione del caffè: Alpolco, caffè (esercizi)",1,7,"Food, grocery & pharmacy retail"
eralta (torrefazione),1,7,"Food, grocery & pharmacy retail"
grossisti spettaclli medicinali,1,7,"Food, grocery & pharmacy retail"
Bar,93,8,Hospitality & dining
Latterie,85,8,"Food, grocery & pharmacy retail"
sarta,72,8,"Fashion, textiles & personal goods retail"
Sarte,63,8,"Fashion, textiles & personal goods retail"
Geometra,47,8,Legal & professional titles
Manifesture,36,8,"Fashion, textiles & personal goods retail"
CARTA,32,8,"Visual, decorative arts & antiques"
Tipografie,29,8,"Visual, decorative arts & antiques"
Veterinario,28,8,Medical professions
ostetrica,28,8,Medical professions
Parroco,22,8,Religious & civic institutions
Liqouri,20,8,Hospitality & dining
bar,19,8,Hospitality & dining
Modisterie,18,8,"Fashion, textiles & personal goods retail"
perito,18,8,Legal & professional titles
Carta,14,8,"Visual, decorative arts & antiques"
mercerie,14,8,"Fashion, textiles & personal goods retail"
LOCANDE,13,8,Hospitality & dining
Cinema,13,8,"Visual, decorative arts & antiques"
Mode,12,8,"Fashion, textiles & personal goods retail"
Sarta,11,8,"Fashion, textiles & personal goods retail"
dentista,10,8,Medical professions
Vetri,9,8,"Visual, decorative arts & antiques"
orologeria,9,8,"Industrial, technical & construction trades"
parroco,9,8,Religious & civic institutions
