Name,Address,Location,Category,Role,Profession,Additional Info,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,nominatim_query,nominatim_flagged,matched_lat,matched_lon,match_confidence,geocoding_tier,matched_parish,matched_sestiere,matched_lett,all_doors
La Vecelo S. A. Sede Venezia,L. 8. 9565,,ORGANIZATION,,,"Servizi Celerei con Autobetti per Verona, Milano, Torino, Genova, Bologna, Roma, Ancona, Napoli",,,409,page_409_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lazzari Giacomo & Figli,Calle Tulon1 2865,,Nobili (fabbriche),,,Colletlico Italialee,,,409,page_409_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lazzari Giulio,S. Polo 8,,Abbigliamenta,,,Colletlico Italialee,,,409,page_409_semantic.csv,indice_generale,,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lazzarini Ferdinando,"Ca Vio, Civallino 81",,ORGANIZATION,,,mediatore,,,410,page_410_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lazzaro Bertolette,"Sottoprotiiri, Rialto",,ORGANIZATION,,,tabaccheria,,,410,page_410_semantic.csv,indice_generale,,,SAN POLO,,True,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lebetti Baudou descullo dr. Camillo,S. Giov. Grisostomo 752,,ORGANIZATION,,,medicina generale,,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Grisostomo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Grisostomo, Venezia, Italy",False,,,no_civic_number,,,,,
Lebretto Olivardo,"Madonna dell'Orto, 3499",,F.I.T.T.V.,,Rapprex Prov.,DU5E,,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Chiesa della Madonna dell'Orto, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa della Madonna dell'Orto, Venezia, Italy",False,,,no_civic_number,,,,,
Legrenzi Giovanni,S. Giuliano numero 605,,ORGANIZATION,,,farmaciista,,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Chiesa di San Giuliano, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Giuliano, Venezia, Italy",False,,,no_civic_number,,,,,
Lempi Ernestro,San Canaregio 2202.03,,ORGANIZATION,,,alimentari (gros),,,410,page_410_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lempfrt Ernestro,Via XXII Marzo 2406,,ORGANIZATION,,,importazioni ed septra-zioni varie,,,410,page_410_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Leonardi dr. Giuseppe Consigliere Municipale,numero 2006-A,,ORGANIZATION,,,DU5E,,,410,page_410_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Levi Raffaele,S. Mosic 2059,,ORGANIZATION,,,avvocato,,,410,page_410_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Levi Guido,S. Benedetto 896G,,ORGANIZATION,,,DU5E,,,410,page_410_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Leveis Raoul,S. Samuele 323J-8,,ORGANIZATION,,,avvocato,,,410,page_410_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Levorato Luigi,Mest-re Via Tr-r. rangio numreo 2,,ORGANIZATION,,,panificio,,,410,page_410_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Levorato Oeuonlo,Castello Barbaraia delle Tule,,ORGANIZATION,,,sarto di uomo,,,410,page_410_semantic.csv,indice_generale,,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Libreria Emiliana Editrice,Santa Apneise 909-A,industria editoriale,Santa Apneise 909-A,,,industria editoriale,,,411,page_411_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Libreria Rigatieri,Calle della Mandola 3713,antiquaria,moderna,,,"antiquaria, moderna",,,411,page_411_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Calle della Mandola, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Calle della Mandola, Venezia, Italy",False,,,no_civic_number,,,,,
Libreria Universitaria Ruggiero Meloni,"Calle Forceri, 3259",Calle Forceri,,,,Calle della Mandola 3713,,,411,page_411_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Calle Forceri, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Calle Forceri, Venezia, Italy",False,,,no_civic_number,,,,,
Licari cav. Giovanni,"Calle Forceri, 3259",Maggiore di P. S.,,Comandante (Questura),Maggiore di P. S.,Calle della Mandola 3713,,,411,page_411_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Calle Forceri, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Calle Forceri, Venezia, Italy",False,,,no_civic_number,,,,,
Linassi F.lli,San Giovanni Grisostomo 5783,sartoria e confezioni per uomo,sartoria e confezioni per uomo,,,Via Enrico Toti 16,,,411,page_411_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Grisostomo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Grisostomo, Venezia, Italy",False,,,no_civic_number,,,,,
Lingueri dr. Riccardo,Frezeroia numero 1371,radiologo,Frezeroia numero 1371,,,radiologo,,,411,page_411_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lloyd Siciliano,Calle dei Fabbri 926,Società di assicurazioni,,,industria,Società di assicurazioni,,,411,page_411_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lobetti Boboni dr. Mario,"S. Marco, campiello delle Feltrine",conservatore della Conservatoria dei Registri Immobiliari,S. Marco,,industria,conservatore della Conservatoria dei Registri Immobiliari,,,411,page_411_semantic.csv,indice_generale,,,SAN MARCO,,False,"Nominatim failed: query=Campiello delle Feltrine, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Campiello delle Feltrine, Venezia, Italy",False,,,no_civic_number,,,,,
Locatelli di Tullio Locatelli,Calle dei Fabbri 4696,farmacia,,,industria,farmacia,,,411,page_411_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lugata Giuseppina,Dorsoduro 3483,cantine,osteria,,industria,Via Malamocco 97,,,412,page_412_semantic.csv,indice_generale,3483.0,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,,interpolation_distance_exceeded,inside_venice,,False,,,interpolation_distance_exceeded,,,,,
Loro Virgr.,Cannaregio 8379,cantine,naturale,,industria,Via Malamocco 97,,,412,page_412_semantic.csv,indice_generale,8379.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Luison Mario,Castello 6868,cantine,Geometra,,industria,Via Malamocco 97,,,412,page_412_semantic.csv,indice_generale,6868.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Longa Francesco (Ditta),S. Pole 1931,cantine,Impianti sanitari e idraulici," fumisteria, , , ", impianti di riscaldamento, elettrici,,,412,page_412_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Loda,"S. Pole 1931, Via Negroponte 7-A",cantine,,,industria,Via Malamocco 97,,,412,page_412_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Longo Attilio,Cassello numero 2631,cantine,alimentari (dett.),,industria,Via Malamocco 97,,,412,page_412_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lucatello Maddalena,San Frediano 2800,cantine,osteria,,industria,Via Malamocco 97,,,412,page_412_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Luccarda Antonio,S. Vio Palazzo Poligone,cantine,scultore,,industria,Via Malamocco 97,,,412,page_412_semantic.csv,indice_generale,,,DORSODURO,,True,"Nominatim failed: query=Palazzo Poligone, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo Poligone, Venezia, Italy",False,,,no_civic_number,,,,,
Lucheese Giovanni & Filil,Giudecca Corte dei Grandi,cantine,officina meccanica e metallurgica,,industria,Via Malamocco 97,,,412,page_412_semantic.csv,indice_generale,,,GIUDECCA,,False,"Nominatim failed: query=Corte dei Grandi, Giudecca, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Corte dei Grandi, Giudecca, Venezia, Italy",False,,,no_civic_number,,,,,
Lunetta Alfredo,Musterena 71,cantine,radio mi radiogrammofoni,,industria,Via Malamocco 97,,,412,page_412_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Luppino dr. Mario,San Marco 6,cantine,Compagnia della Vela,,Segretario,Via Malamocco 97,,,413,page_413_semantic.csv,indice_generale,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Luzzi Umberto,via Dalmazia 9,cantine,Sezione Mu... U...ttima visite,Capo Servizio,industria,Dogana,,,413,page_413_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Maddalena Giuseppe,Rio Marin 785,cantine,,,industria,decoratore e pittore,,,413,page_413_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Magazzini Fasoli,San Giacomo dell'Orio 5586,cantine,," filati e affini, , ", mercerie,calze busti,,,413,page_413_semantic.csv,indice_generale,5586.0,,,San Giacomo dell'Orio,False,"Nominatim failed: query=Chiesa di San Giacomo dell'Orio, Venezia, Italy | type=nan class=nan",,number_not_in_reference,inside_venice,"Chiesa di San Giacomo dell'Orio, Venezia, Italy",False,,,number_not_in_reference,,,,,
Maggio Gianny,Calle Lunga S. Maria Formosa 8158-5283,cantine,," toti giornali, , ", giornate,cartotera libreria,,,413,page_413_semantic.csv,indice_generale,8158.0,,,Santa Maria Formosa,False,"Nominatim failed: query=Calle Lunga Santa Maria Formosa, Venezia, Italy | type=nan class=nan",,number_not_in_reference,inside_venice,"Calle Lunga Santa Maria Formosa, Venezia, Italy",False,,,number_not_in_reference,,,,,
Maggio dr. Stefano,Calle Lunga S. Maria Formosa 8158-5283,Carpendo,,,industria,medicina generale,,,413,page_413_semantic.csv,indice_generale,8158.0,,,Santa Maria Formosa,False,"Nominatim failed: query=Calle Lunga Santa Maria Formosa, Venezia, Italy | type=nan class=nan",,number_not_in_reference,inside_venice,"Calle Lunga Santa Maria Formosa, Venezia, Italy",False,,,number_not_in_reference,,,,,
Maggioni,"Calle Lunga S. Maria Formosa 8158-5283, Carmini 3465",cantine,,,industria,larnuaca,,,413,page_413_semantic.csv,indice_generale,8158.0,,,Santa Maria Formosa,False,"Nominatim failed: query=Calle Lunga Santa Maria Formosa, Venezia, Italy | type=nan class=nan",,number_not_in_reference,inside_venice,"Calle Lunga Santa Maria Formosa, Venezia, Italy",False,,,number_not_in_reference,,,,,
OFFICINA RIPARAZIONI MACCHINE PER SCRIVERE,"VENEZIA - Via XXII Marzo, 2288",cantine,duse,,industria,Telefono 23-889,,,413,page_413_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Via XXII Marzo, Venezia, Italy | type=residential class=highway",,no_civic_number,inside_venice,"Via XXII Marzo, Venezia, Italy",False,,,no_civic_number,,,,,
Mainardi Antonio,Giudecca 4661,cantine,"calzature, filati e affini",,industria,"Fondata nel 1877, Tel: 23-432",,,414,page_414_semantic.csv,indice_generale,4661.0,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Mander & Feiffe?,Cann. 8451-13,cantine,lapidi,,industria,"Fondata nel 1877, Tel: 23-432",,,414,page_414_semantic.csv,indice_generale,8451.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Agenzia P. Bortoluzzi,"Venezia, San Lucia 482",cantine,Affitti Appartamenti,,industria,"Fondata nel 1877, Tel: 23-432",,,414,page_414_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Maglieria S. Marco,Maddalena 2180,cantine,maglieria (fabbrica),,industria,"Fondata nel 1877, Tel: 23-432",,,414,page_414_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Magnani & Bassani,Maddalena 2180,cantine,imprese edile,,industria,Marghera,,,414,page_414_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Magri Gisella,S. Giuliano 784,cantine,sarta e confezioni per signora,,industria,"Fondata nel 1877, Tel: 23-432",,,414,page_414_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Magri dr. Vincenzo,S. Giuliano 784,cantine,chirurgo,,industria,Ospedale Civile,,,414,page_414_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Magrini Ignio Ma?a,S: An?olo 3870,cantine,avv.,,industria,"Fondata nel 1877, Tel: 23-432",,,414,page_414_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Malvestio Giuseppe,"Calle della Testa 6261, vendita dettaglio: Calie dei Fabbri 926-A",cantine,caffè torrefazione,,industria,"Fondata nel 1877, Tel: 23-432",,,414,page_414_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Calle della Testa, Venezia, Italy | type=living_street class=highway",,no_civic_number,inside_venice,"Calle della Testa, Venezia, Italy",False,,,no_civic_number,,,,,
Mangar Marco,Castello 6964,cantine,mediatore,,industria,"Fondata nel 1877, Tel: 23-432",,,415,page_415_semantic.csv,indice_generale,6964.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Manzini Lucio,S. Giovanni Grisostomo numero 5783,cantine,avv.,,industria,"Fondata nel 1877, Tel: 23-432",,,415,page_415_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Grisostomo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Grisostomo, Venezia, Italy",False,,,no_civic_number,,,,,
Manzoni mons. Emilio,S. Giovanni Grisostomo numero 5783,cantine,Affitti Appartamenti,,industria,parroco S. Giovanni in Bragora,,,415,page_415_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Grisostomo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Grisostomo, Venezia, Italy",False,,,no_civic_number,,,,,
Manzoni Ernesto,S. Giovanni Grisostomo numero 5783,cantine,"bar, int. Teatro Malibran",,industria,"Fondata nel 1877, Tel: 23-432",,,415,page_415_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Grisostomo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Grisostomo, Venezia, Italy",False,,,no_civic_number,,,,,
Maraldo Antonio,"S. Giohiv., numero 725",cantine,vallicultura,,industria,"Fondata nel 1877, Tel: 23-432",,,415,page_415_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Marcato Anna,S. Barnaba 2870,cantine,sarta,,industria,"Fondata nel 1877, Tel: 23-432",,,415,page_415_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Chiesa di San Barnaba, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Barnaba, Venezia, Italy",False,,,no_civic_number,,,,,
Marchesi Comm. Pietro,Via XXII Marzo 2367,cantine,vallicultura,,industria,"Fondata nel 1877, Tel: 23-432",,,415,page_415_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Marcon dr. Giulio,S. Maurizio numero 2676,Venezia,,,,odontista,,,416,page_416_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Marcon dr. Alessadro,San Angelo 3916,Venezia,,,,medicina generale,,,416,page_416_semantic.csv,indice_generale,3916.0,,,L'Angelo,False,Nominatim failed: query=None | type=nan class=nan,False,number_not_in_reference,inside_venice,,False,,,number_not_in_reference,,,,,
Marconi Amelia,Ghetto Nuovo 2874,Venezia,,, Cas di Ricovero ,Dirigente,,,416,page_416_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Marconi e Milano,Riva dei Vin 720,Venezia,,,,albergo e ristorante,,,416,page_416_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Riva dei Vin, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Riva dei Vin, Venezia, Italy",False,,,no_civic_number,,,,,
Marin Celeste,S. Caniciano numero 5914,Venezia,,, in Sambin,sarta,,,416,page_416_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Mariotto Francesco,Campo San Lino numero 4572-3-4,Venezia,," aratici casalinghi, , ", pennelli,ferramenta e colori,,,417,page_417_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Campo San Lino, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Campo San Lino, Venezia, Italy",False,,,no_civic_number,,,,,
Martinengo Teresa,S. Nicolò 3010,S. Nicolò,,,,lavanderia e stireria,,,417,page_417_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Marzolla Luisa,Cannaregio 542-A,Venezia,sagrestinaio,, suggesto,S. Marco,,,418,page_418_semantic.csv,indice_generale,542.0,A,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,False,interpolation_distance_exceeded,inside_venice,,False,,,interpolation_distance_exceeded,,,,,
Marusso Augusta in Nicoletti,S. Margherita 3053-A,Venezia,bottiglieria,,, pasticceria,,,418,page_418_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Massa prof. Maria,S. Stefano 2802,Venezia,Insegnante,,,Circolo Filogico,,,418,page_418_semantic.csv,indice_generale,2802.0,,,Santo Stefano,False,Nominatim failed: query=None | type=nan class=nan,False,number_not_in_reference,inside_venice,,False,,,number_not_in_reference,,,,,
Matteucci geom. Renato,S. Lucia,Venezia,,,Capo 3.o Ugucli,"Sta Lucia, Ferrovia dello Stato, Direzione",,,419,page_419_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Chiesa di Santa Lucia, Venezia, Italy | type=place_of_worship class=amenity",False,no_civic_number,inside_venice,"Chiesa di Santa Lucia, Venezia, Italy",False,,,no_civic_number,,,,,
Matuella Giovanni,Via degli Antoni 35,Margarhere,,,pittore decoratore,ORGANIZATION,,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Matticello Emilia,S. Elena 1,Venezia,,,merceria filati e affini,ORGANIZATION,,,419,page_419_semantic.csv,indice_generale,,,SANT'ELENA,,False,"Nominatim failed: query=Sant'Elena, Venezia, Italy | type=neighbourhood class=place",False,no_civic_number,inside_venice,"Sant'Elena, Venezia, Italy",False,,,no_civic_number,,,,,
Maziol Vittorio,Castollo 5473,Venezia,,,,"oreficeria, gioielleria",,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Mazzaron Lina,S. Elena 1,Venezia,,,,merletti e dami,,,419,page_419_semantic.csv,indice_generale,,,SANT'ELENA,,False,"Nominatim failed: query=Sant'Elena, Venezia, Italy | type=neighbourhood class=place",False,no_civic_number,inside_venice,"Sant'Elena, Venezia, Italy",False,,,no_civic_number,,,,,
Mazzucato dr. Mario,S. Maurizio 2716,Venezia,,,,malattie nervose,,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Mazzocco dr. Alessandro,S. Smno. de Grande 927,Venezia,"Dir. Amm., della Cassa Previd. I.nfori. Portuali",,,ORGANIZATION,,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Mazzocco Luigi,S. Marco l809,Venezia,"calzature, manifatture in gezerie e maglierie",,,ORGANIZATION,,,419,page_419_semantic.csv,indice_generale,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Meggiolaro Giovanni,Giudecca m. 6608-B,Venezia,Mediatore,,,ORGANIZATION,,,420,page_420_semantic.csv,indice_generale,6608.0,B,GIUDECCA,,False,"Nominatim failed: query=Giudecca, Venezia, Italy | type=island class=place",False,no_numeric_bounds,inside_venice,"Giudecca, Venezia, Italy",False,,,no_numeric_bounds,,,,,
Meccanica Veneziana Costruzioni MEVECO,S. Marmo 6108,Venezia,Officina meccanica e magazzino,,,ORGANIZATION,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Meccanofisiche,Via 22 Marzo 2402 (interno),Venezia,Macchine,,,"Addizionatrici, Calcolatrici, Macchine per scrivere, Macchine contabili, Rilaproduttori, Fotostili, Accessori e riparazioni",,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Menegazzi Stella,Can. 2979-C.22,Venezia,Sarta,,,ORGANIZATION,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Meneghel rag. Guido,Via 27 Ottobre 41,Venezia,Banca Nazionale del Lavoro,Direttore,,ORGANIZATION,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Meneghetti dr. Giulio,Maddalena 2347,Venezia,Radiologo,,,ORGANIZATION,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Meneghini Domenica,Can. (a)naregio 4653,Venezia,Caffè,,,esercizi,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Duse,"Vio XXII Marzo, 2288",Venezia,,,,Telefono 25.889,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Merlo Francesco,S. Barnaba 2742,Venezia,fabbro ferraio e meccanico,,,ORGANIZATION,,,421,page_421_semantic.csv,indice_generale,,,,,False,"Nominatim failed: query=Chiesa di San Barnaba, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Chiesa di San Barnaba, Venezia, Italy",False,,,no_civic_number,,,,,
Messina Erasmo,Via 2 Aprile 5042,Venezia,carbone e legna (gross.),,,ORGANIZATION,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Mestriner Giovanni,"Via 2 Aprile 5042, Punta Sabbioni 8",Venezia,," vendite), , ", riparazioni,cicli e motocicli (assortimenti | Burano,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Micone Giovanni e Moretti Umberto,Corte Ferrando,Giudecca,cantiere navale,,,ORGANIZATION,,,421,page_421_semantic.csv,indice_generale,,,GIUDECCA,,False,"Nominatim failed: query=Corte Ferrando, Giudecca, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Corte Ferrando, Giudecca, Venezia, Italy",False,,,no_civic_number,,,,,
Micheletto Pietro,Via Ca' Rossa,Carpendo,impresa edile,,,ORGANIZATION,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Michelotto Marcello,Castiello 2384-C,Venezia,alimentari (dett.),,,ORGANIZATION,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Milan Armando,Via Pa Repetti 1,Carpnedco,autorotrasporti,,,ORGANIZATION,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Mirabella Elvira,Cannaregio 6564,barbiere,fiori,,, piante e sementi,,,422,page_422_semantic.csv,indice_generale,6564.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
