occupation,frequency,cluster_id
Santa Maria Formosa 4778,1,5
Specialità veneziana,1,5
Specialità venoziane,1,5
Gran Viale 17,1,5
nuclei Scal. Marghera,1,5
Riva Schiavoni 4207,1,5
Societa Canottieri Bucintoro,1,5
parroco S. Maria Elisabetta di Lido,1,5
specialita veneziane,1,5
Punta Sabbioni,1,5
piazza 22 Marzo,1,5
Gazzera Alta 158,1,5
S. Polo 1418,1,5
Biblioteca Marcinina,1,5
Via Rosa,1,5
piasza Giovanni,1,5
trattoria a Il Fureto Risoro,1,5
Mazzucco Cav. Giuseppe,1,5
Albergo e ristorante,1,5
"Cucina Tipica Veneziana, Grande Salone per banchetti e Rinfreschi",1,5
"parroco, S. Giacomo dall’Orio",1,5
Veneta Costruzioni,1,5
S. Croce 772,1,5
Stazioned di Venezia,1,5
"Banca di Roma, ",1,5
Altri Stazione,1,5
nomina per Valli in provincia di Venezia e Campagnaluqa,1,5
 specialità Veneziane,1,5
Macellazione Venezia,1,5
Deposito: Cannaregio Abazzia,1,5
"Riva del Carboni ""Palazzo Benlo",1,5
Lungomare Malamocco,1,5
"caffè (eserzio), Castello 4565",1,5
Soc. in N. Coll. Filippo Campesan & F.llì,1,5
Quartiere Urbano,1,5
Via Pasqualegio,1,5
"S. Marco, numero 367",1,5
"Negozi: Mercerie del Capitello 4151, Sottoportico delle Acque 568",1,5
parroco Treporti,1,5
"Chioggia, Calle Gradasa 4716",1,5
parroco S. Maria del Gi glio,1,5
"VENEZIA - Via XXII Marzo, 2288 - Telefono 25-889",1,5
Naviglio,1,5
arciprete Basilica di S. Marco,1,5
 Club Alpino Italiano,1,5
Commissariato S. Polo e Santi Croce,1,5
Capo Stazione,1,5
Circolo della Spidal,1,5
Alberoni Bagni,1,5
Vi ale di S. Elishabetta 57,1,5
Mestre Piazza Umberto Primo,1,5
Venetian specialties,1,5
tabaccheria | Vie Macello,1,5
trattoria | Burano Treporti,1,5
osteria | Murase fdm. Navagero,1,5
specialitá veneziane,1,5
"Geriatrico del Seminario Patriarcale, Santa Maria della Salute",1,5
Ca' Foscari,1,5
Ispet. di l. Gl. Sez. Lavori di Venezia,1,5
Veneto,1,5
Premiate Cantine,1,5
"Spt, S. Zaccaria",1,5
terrazzi piorellane,1,5
Galleria gG. Franchetti alla Ca D’Oro,1,5
VENEZIA,1,5
"Uff. Stazione di Cura,  Soggiorno,  Turismo",1,5
Castello (II),1,5
Stazione Naviglio,1,5
S. Donà di Piave,1,5
Portogruaro,1,5
" Ponte delle Maravegie,  Sezione di Lido,  Via Malamocco, , ",1,5
" Rio Terra S. Giuseppe di Castello, , ",1,5
SCUOLA MERLETTI DI BURANO REGINA ELENA,1,5
O. nei Licei Ginasio,1,5
Farmacia Sant'Elena (gestfita dall'ospedale),1,5
Domenicani,1,5
 Noale,1,5
Mons. Urbanà,1,5
Hotel-Restaurant,1,5
Banchi Lotto,1,5
MILANO,1,5
San Giovanni e Paolo,1,5
Piazzale Roma 497,1,5
Zattere 1406,1,5
Ospizio Marino,1,5
Libreria Universitaria,1,5
Soprintendenza ai Monumenti Medioevali e moderni del Veneto Orientale,1,5
trattoria e Albergo il  Accademia,1,5
 trattoria,1,5
Officina di Villar Perosa,1,5
A.l S. Biagio,1,5
Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,5
compatabile suprimetendenza al Monumenti Medianei e Moderni del Veneto Orientale,1,5
S. Marco 597-B,1,5
Ponte della Canonica,1,5
Category: Ospitalità,1,5
Acquedotti,1,5
S. Maria delle Penitenti,1,5
S. Lodo. vico (S. Alvise),1,5
"Pres, Arciconfratermita di San Cristoforo e Compagnia della Misericordia",1,5
S. A. Ricomimenti Alveraggo aux Verenti autorimoti,1,5
Palazzo Ducale,1,5
Padova,1,5
Commissariato di S. Marco,1,5
Commissariato di S. Polo e S. Croce,1,5
Commissariato di Dorsoduro,1,5
Agenzie di trasporto,320,6
Cantieri Navali,39,6
Noleggio imbarcazioni,28,6
spedizioni e trasporti,24,6
FERROVIE DELLO STATO,22,6
Agenzie marittime,20,6
Cantiere Navale,20,6
Recuperi navali,19,6
Trasporti marittimi con motanavi e motovelieri,18,6
cantiere navale,15,6
Società MARE,12,6
Autotrasporti,10,6
Società di navigazione,9,6
Trasporti,9,6
noleggio imbarcazioni,9,6
Case di Spedizioni,8,6
ARMAZIONI MARITTIME,8,6
autotrasporti,8,6
Fornitori di bordo,6,6
TRASPORTI FLUVIALI E LAGUNARI,6,6
agenzia marittima,6,6
Ferrovie dello Stato,6,6
trasporti marittimi fluviali e terrestri,6,6
Mediatori e sensali marittimi,5,6
Trasporti fluviali,5,6
Spedizioni e trasporti,5,6
Lavori manovalanza,4,6
Spedizioni e Trasporti,4,6
importazioni ed esportazioni varie,4,6
Società Cooperativa Lavori e Recuperi Marittimi e Fluviali A. r. l.,4,6
Category: Attività Marittime ed Aeree,3,6
Esportazioni,3,6
Motori marini,3,6
Navigazione fluviale,3,6
pesca marittima,3,6
Agenzia Marittima,2,6
Anonima di Navigazione,2,6
Agenzie di viaggio e turismo,2,6
Armatori,2,6
Costruzioni e riparazioni navali,2,6
Forniture navali e industriali,2,6
Lavori portuali,2,6
Navigazione lagunare,2,6
Pesce marittima,2,6
Portabagagli,2,6
Provveditori marittimi,2,6
Riparazioni barche e motori,2,6
Spedizioni e trasporfti,2,6
Agenzia Trasporti,2,6
Trasporti marittimi,2,6
trasporti,2,6
navi (demolizione),2,6
cantieri navale,2,6
autorasporti,2,6
Trasporti marittimi fluviali e terrestri,2,6
shipping and transportation,2,6
presso Adriatica di Navigazione,1,6
Agenzie di traslochi,1,6
Agenzia Marittima e Casa di Spedizioni,1,6
Agenzie di trasporti,1,6
Autonoleggi e Autorimesse,1,6
"""Cantieri Navali""",1,6
Cantiere Navale e Officine Meccaniche,1,6
CANTIERE NAVALE,1,6
Demolizione Navi,1,6
Applicazioni elettroautomatiche impianti terrestri e navali,1,6
Forniture per imbarcazioni,1,6
Forniture marittime,1,6
provveditoria marittimo,1,6
forniture navali,1,6
"__SECTION__,,Imberchi e sbarchi""",1,6
COSTRUZIONI PONTILI E OPERE PORTUALI,1,6
Impresa Lavori Edili e Marittimi,1,6
"Sestri, Agenzia di Padova: Ditta Michele Trappetti. Corso del Popolo, 1, Telefono: 24-587. Motori Diesel ad iniezione meccanica per impianti fissi e marini, Motori a gasogeno.",1,6
Concessionario Marelli,1,6
Agenzia Marittima e spedizioni internazionali,1,6
di spedizione,1,6
Trasporti aerei,1,6
Trasporti marittimi e fluviali,1,6
Società Adriatica Trasporti Turismo Imbarchi,1,6
TRASPORTI POSTALI,1,6
TRASPORTI SERVIZI PORTUALI,1,6
trasporti fluviali,1,6
costruzioni e riparazioni navali,1,6
provveditorii marittima,1,6
navi compravendita,1,6
Importazioni ed esportazioni varie,1,6
"Trasporti marittimi, fluviali e terrestri",1,6
Organizzazione Trasporti di qualsiasi tipo,1,6
"Cantieri navali, trasporti marittimi fluviali e terrestri",1,6
mediatrice e sensale marittima,1,6
Direzione Marittima e Gabinetto,1,6
imprese e opere marittime,1,6
Fornitore Marittime,1,6
Noleggio Imbarcazioni,1,6
Agenzia Traslochi,1,6
Automoleggigo e Autorimessa,1,6
ippotrasporti,1,6
Capo Cantiere da A. C. N. I. L.,1,6
Costruzioni Navali,1,6
Trasporti Postali Carcerari,1,6
cantiere navale S. An,1,6
cantiere navale Monigrea,1,6
imprese opere marittime,1,6
casa di spedizione,1,6
Esclusivisti delle rnigliori Marche Nazionali ed Estere,1,6
Negozio l’imbarchaioni,1,6
 noleggio riparazioni),1,6
Agenzia Marittima e Spedizioni Internazionali,1,6
casi di spedizione,1,6
autotrasport,1,6
Imbarcazioni e sbarchi,1,6
agenzia nolleggio film,1,6
mobiliti usati,1,6
Gestione Agenzie Marittime,1,6
autonoleggio e automorsa,1,6
trasporti e spedizioni,1,6
Trasporti Fluviali,1,6
importazione ed espor tazione varie,1,6
"di Spedizione, spedizioni e trasporti",1,6
Cantiere navale,1,6
Autero trasporti,1,6
"Organizzazione Trasporti, spedizioni e trasporti",1,6
autoviatporti,1,6
Provveditoria Marittima,1,6
armatore-aganzuia marittima,1,6
cantlere navale,1,6
 importazioni ed esportazioni varie,1,6
noloeggio imbarcazioni,1,6
ricuperi navali,1,6
agenzia marittima spdiuzion,1,6
Imbarcbi e sbarchi,1,6
"spedizioni, agenzia marittima",1,6
nolleggno imbarcazioni,1,6
Industrie Navali Officina Meccanicee,1,6
Servizi autotrasporti Industriali di,1,6
Soc. Coop. Autotrasporti cel eri internazionali,1,6
fluviali e terrestri,1,6
"carburanti, forniture navali, combustibili",1,6
Sindacato Imprese Trasporti Recuperi e Ricostruzioni attivita navale,1,6
c .i o noleggi,1,6
"autotrasporti, spedizioni",1,6
 Imbarcazioni,1,6
Casa di Spedizioni,1,6
Navigazione Fluviale,1,6
Rimorchi navali,1,6
Società Autotrasporti Saturnia,1,6
provveditore marittimo,1,6
agenzia aunnitima spedizioni e trasporti,1,6
spedizioni trasporti navigazione,1,6
"Suoc Fratelli Scarpa, Agenzia Marittima e Casa di Spedizioni",1,6
Società di Navigazione Ae-rea,1,6
Agenzia marittima,1,6
Agenzia di viaggi e turismo,1,6
trasporti marittimi diurnali e terrestri,1,6
"Comando Militare Mar., Autorità dell'Alto Adriatico, Arsenale",1,6
impianti terrestri e navali,1,6
Soc. Naz. Trasporti e Fratelli Gondrano,1,6
FERRO-VE DELLE STATO,1,6
Comando Militare Maritt Aut. dell'Alto Adriatico,1,6
Comando Milit. Maritt. Art. dell'Alto Adriatico | Arsenale,1,6
"cicità, noleggio imbarcazioni",1,6
nolleggio imbarcazioni,1,6
Sezione Estuario e Marghera,1,6
Diritto della navigazione,1,6
"Com. Reg., Fed. It. Canottaggio (FIC)",1,6
"SOCIETÀ ADRIATICA TRASPORTI TURISMO IMBARCHI, SBARCHI, (GIÀ SUCO. GUETTA SOC. AN.) UFFICIO VIAGGI E TURISMO,",1,6
cantiere navale ricuperi,1,6
"Costruzione riparazione e motorizzazione Burchi, Bragozzi, Topi, Maone, Peate; Motoscafi di lusso e da trasporto - Arredamento completo del natante",1,6
autotrasporti ricuperi navali,1,6
Agenzia Marittima e casa di spedizioni,1,6
"s. 8. a r. 1., lavori manovalanza",1,6
iucoperi navali,1,6
Costruzioni mercante,1,6
ag. capo Stazione Marittima,1,6
Trattorie,184,7
Alimentari,137,7
Farmacista,125,7
alimentari (dett.),72,7
Generi alimentari,66,7
macelleria,58,7
Caffe,53,7
Farmacisti,46,7
Tabaccherie,45,7
Panifici,42,7
Frutta e verdura GROSSISTI,39,7
Vini (grossisti),38,7
panificio,35,7
Salumi (negozi),32,7
farmacista,32,7
alimentari,30,7
Olii commestibili ed affini,29,7
tabaccheria,25,7
panificio. SS.,23,7
pasticceria,22,7
Drogherie,21,7
Caffè (esercizi),19,7
rappresentante generi alimentari,19,7
caffè (esercizi),18,7
Caffè,17,7
Farmacie,16,7
Caffe (torrefazione),14,7
Frutta secca,14,7
Friggitorie e commestibili cotti,13,7
Pastifici,13,7
farmacia,13,7
salumi (negozio),13,7
oreficeria,12,7
Pesce,11,7
Prodotti farmaceutici,11,7
(vendita),10,7
Ristoranti,10,7
ristorante,10,7
frutta e verdura (grossista),9,7
Tabaccheria,9,7
Alimentari (dett.),9,7
Frutta,8,7
Gelaterie,8,7
caffè,8,7
Pasticcerie ed affini,7,7
vini (grossista),7,7
Pesce conserva,6,7
frutta e verdura,6,7
Alimentari (Dett.),6,7
Rosticcerie,5,7
Panificio,5,7
salumi,5,7
mobili (negozio),5,7
 grossista,5,7
alimentari (dett),5,7
bar pasticceria,5,7
Caffe (importatori),4,7
vini (commercio enologico),4,7
drogheria,4,7
grossista,4,7
alimentari (gross.),4,7
gelateria,4,7
Aromi per dolci,3,7
Bottiglierie,3,7
Pesce e crostacei,3,7
Alimentari (gross.),3,7
 pasticceria,3,7
cereali,3,7
Pasticceria,3,7
Farmacia,3,7
pesce (ingrosso),3,7
caffe (esercizi),3,7
commercio,3,7
Fibre vegetali ed affini,2,7
"Importazione, Esportazione Frutta e verdura",2,7
Frutta e verdura conservate,2,7
Gelateria,2,7
Latte (grossisti),2,7
Liqouri (dettaglio),2,7
Pescicoltura,2,7
Prodotti agricoli,2,7
Salumi (grossisti),2,7
Caffè (torrefazione),2,7
ghiaccio (vendita),2,7
bar-pasticceria,2,7
pastificio,2,7
oli commestibili,2,7
vini grossista,2,7
mobili (negozi),2,7
alimentaristi (dett.),2,7
alimentari (det.),2,7
Pesce (ingrosso),2,7
Alimentari (det.t),2,7
Frutta e verdura (grossista),2,7
olii commestibili,2,7
caffè (torrefazione),2,7
prodotti farmaceutici (commercio),2,7
"alimentari gross, drogheria",2,7
ottica (commercio),2,7
oli commestibili (commercio),2,7
vini (grossisti),2,7
Rappresentante generi alimentari,2,7
friggitoria e commestibili cotti,2,7
(grossista),2,7
caffè (surrogati),2,7
giornali (distribuzione),2,7
Gruppo Ristoranti trattorie,1,7
"Caffé, bar, bottigliere, birrierc",1,7
Alcool denaturato,1,7
scambio generi alimentarii,1,7
gestione caffè,1,7
Carni conservate,1,7
Carni e Frattaglie cotte,1,7
produzione distribuzione,1,7
Esercizio caffè,1,7
"Vini, Liquori, Alimentari, Rappresentanze e Depositi",1,7
"Rappresentanza di case produttrici di medicinali, prodotti dietetici, chimici, sanitari, igienici, ortopedici, galenici",1,7
Medicinali,1,7
"Pasticcerie, Liquori, Vini",1,7
(commercio),1,7
Assistenza generi razionati agli alimentari bar alberghi,1,7
Ristoranti vegetariani,1,7
giornalaio (vendita),1,7
il caffè (esercizio),1,7
Alimentari (dett),1,7
"Bar, Caffè",1,7
Accomodini Verzemin Alimentari D. Caonet di. Ca Ponte e C. Alimentari (arross.),1,7
"Panificio, pastificio",1,7
alimentari (gross e,1,7
importo di Consumo,1,7
prodotti chimici (commercio),1,7
latticini alimentari,1,7
salumeria,1,7
alimentari (grosso),1,7
macelleria (introduced bestiame),1,7
 negozio,1,7
macelleria (introduttore Ac. stime),1,7
Rappresentante Generi Alimentari,1,7
Alimentarì (dett.),1,7
"alimentari, (dett.)",1,7
"drogheria, apprendante prodotti chimici",1,7
negozio,1,7
Caffè {torreflazione),1,7
latte (grossista),1,7
rappresentante generali alimentarali,1,7
rappresentante generi alimentari tevi (grosso),1,7
mobilio (negozio),1,7
mobilit (negozio),1,7
alimentari (dtt.),1,7
caffe' (esercizi),1,7
aromi per dolci,1,7
"Compagnia Erbe, Medicinali, Alimentari",1,7
Vini (Grossista),1,7
droghcr (commercio),1,7
caffè (eserzio),1,7
piante e sementi,1,7
prodotti agricoli,1,7
droghe (commercio),1,7
"Soc. Coop. a r. l, alimentari (det.t.)",1,7
Salumi (negozio),1,7
Zuccherificio,1,7
Latte (produzione),1,7
"Alimentari (gross.), loc. Villabona",1,7
"caffè (esercizi) | ""Circolo Varioni""",1,7
"Soc. Coop. a. r. e. 1., alimentari (dett.)",1,7
"s. a. r. 1., alimentari (dett.)",1,7
vini alimentari (ingrosso) (dett.),1,7
ottici (commerce),1,7
dolciumi (girosso),1,7
 bottiglieria. (esercizi),1,7
salumn (negozio),1,7
frigorifero e commcerstihii; catti,1,7
Soc. Industria Conserv alimentari,1,7
cartu (commercio),1,7
 (commercio),1,7
e spechi (commercio e lavorazione),1,7
Fruttivendolo,1,7
frutti e vermora (grossista),1,7
Formaggio burro e conserva,1,7
Alimentari (dett.); Latteria,1,7
frutta e vedura,1,7
cereali (grossista e deposito),1,7
dolciumi (ingrosso),1,7
commerciatista,1,7
pesce e crostacei,1,7
olii commestibili (commercio),1,7
"S. A., caffè",1,7
farmacie,1,7
Pasticcerias,1,7
rappresentanze generi alimentarii,1,7
 (grossista),1,7
carta (grossista),1,7
marmellate frutta vendura (grossista),1,7
perlo (lavoro e commercio),1,7
Alimentari (gross),1,7
"Commercio riso, farina, legumi, Ortaggi conservati all'orto, Carta da imbacco, Saponi in genere",1,7
farmaciaa,1,7
alimentari gross.,1,7
rappresentante penni alimentari,1,7
frutta secca,1,7
alimentari (dott.),1,7
frutta,1,7
grossista liquori,1,7
grossisti,1,7
Pasticceria e Bar,1,7
"prodotti officinali,S.g.r.l. prodotti farmaceutici (commerciali)",1,7
olii commestibili (commerce),1,7
frutta e verdura (Grossista),1,7
commercio enologico,1,7
"Frutta, Verdura",1,7
Bar caffè (esercii),1,7
caffe (servizii),1,7
"alimentari, gross.",1,7
"alimentari, detti",1,7
"caffe, commercio, droghe e dolciumi, Coloniali",1,7
"caffè, importatori, droghe e dolciumi, coloniali",1,7
carne vegetale,1,7
 liquori (fabbrica e deposito),1,7
 ingrosso,1,7
carta (commercio),1,7
carbone e legna (grossisti),1,7
Rappresentanze Medicinali,1,7
Rappresentanze Produttrici di Medicinali,1,7
Coloniali detersivi saponi affii (commercio),1,7
alimentari (dettaglianti),1,7
"ottico (commercio), dischi, radio",1,7
friggitioria e commestibili cotti,1,7
"pasticceria, bar",1,7
"modisteria, succe. di Baroncelli",1,7
salumi (grossista),1,7
commercisita,1,7
alimentari (dettagli),1,7
vini rappresentante generi alimentari,1,7
alimenti (dett. c. ingrosso),1,7
abitì confezionati,1,7
Pelet (lavor. e commercio),1,7
 drogheria,1,7
Industria sur- roggati cffe,1,7
prodotti farmaceutici,1,7
caffe,1,7
artic. commestibili (commercio),1,7
per prodotti e commercio,1,7
Compra Vendita Caffè e Ristoranti,1,7
Salumi,1,7
"cereali (grossista), olii commestibili (commecio)",1,7
"drogheria, pasticceria",1,7
Droghiere,1,7
e commercio,1,7
Alimentari (GROSS),1,7
Rosticceria,1,7
"alimentari, numero",1,7
alimentari (dettaglio),1,7
macelleria (introduttore bestiame),1,7
caffé,1,7
alimentari (gros.),1,7
Latte (grossista),1,7
commerciants,1,7
 specialità veneziane articoli sportivi,1,7
bakery,1,7
negozio imbacazioni,1,7
alimentari (d.t.),1,7
alimentari (detta.),1,7
 affini (vendita),1,7
"cioccolopo, caffè (esercizi)",1,7
"caffe, (esercizi)",1,7
Cereali,1,7
Vini (grossista),1,7
cereali (grossista e de-posto),1,7
alimentarist (gross),1,7
 alimentari,1,7
"ristorante, caffè",1,7
"Confezioni ""Al Pupo"" Per Bambini",1,7
Negozi,1,7
Commercio,1,7
 piante e sementi,1,7
rappresentante generale alimentari,1,7
Negoziante,1,7
"Vini (grossista), liquori (fabbrica & deposito)",1,7
"t. r. I., per la gestione del caffè: Alpolco, caffè (esercizi)",1,7
eralta (torrefazione),1,7
grossisti spettaclli medicinali,1,7
Bar,93,8
Latterie,85,8
sarta,72,8
Sarte,63,8
Geometra,47,8
Manifesture,36,8
CARTA,32,8
Tipografie,29,8
Veterinario,28,8
ostetrica,28,8
Parroco,22,8
Liqouri,20,8
bar,19,8
Modisterie,18,8
perito,18,8
Carta,14,8
mercerie,14,8
LOCANDE,13,8
Cinema,13,8
Mode,12,8
Sarta,11,8
dentista,10,8
Vetri,9,8
orologeria,9,8
parroco,9,8
Economo,8,8
Medico,8,8
Componente,7,8
Attuari,7,8
Carbone,7,8
Navi,7,8
ing.,7,8
libreria,7,8
Membro,6,8
Hotel,6,8
Bazar,6,8
Seterie,6,8
Solesin,5,8
Argenterie,5,8
Ostetrica,5,8
polleria,5,8
Fid. Prov.,4,8
Municipio,4,8
Catrame,4,8
Filande,4,8
Guami,4,8
Sughero,4,8
fotografo,4,8
navi,4,8
Lettrice,4,8
Comm. Agg.,3,8
Zincografia,3,8
Olii,3,8
S. A.,3,8
radio,3,8
chirurgo,3,8
Modisteria,3,8
medico chirurgo,3,8
Perito,3,8
moderna,3,8
Vetria 17,3,8
MUNICIPIO,3,8
Biblioteca,3,8
coll.,3,8
V. Comm.,2,8
Comm.,2,8
Aceto,2,8
Foto reportage,2,8
Alcool,2,8
Bitumi,2,8
Carni,2,8
fdm. Navagero 34,2,8
(eomerscio),2,8
Filatelico,2,8
Gas,2,8
Lane e crine,2,8
Telerie,2,8
medico,2,8
murari,2,8
carbone,2,8
veterinario,2,8
Carpentiere,2,8
ottica,2,8
stomatologo,2,8
Chimico,2,8
har,2,8
lateria,2,8
carta,2,8
mode,2,8
manifature,2,8
dr.,2,8
prof.,2,8
Orologeria,2,8
Radio,2,8
Geom.,2,8
Fotografo,2,8
oculista,2,8
cinema,2,8
Merceologia,2,8
Matematico,2,8
Mensile,2,8
dottore,2,8
teatro,2,8
V. Pres.,2,8
Vetrocke,1,8
V. Comm. Agg.,1,8
Col.,1,8
Commiss,1,8
Fed. It. Scherma (FIS),1,8
Fed. It. Sport Equestri (FISE),1,8
segr.,1,8
MEDICO CHIRURGO,1,8
Medico Chirurgo,1,8
Medicina Interna,1,8
Categoria VIII,1,8
Abat jours,1,8
Accumulatóri,1,8
Lloyd’s Agen.,1,8
Soc. Coop.,1,8
Armonium,1,8
Telef. 53-819,1,8
Soc. An.,1,8
"119-A""",1,8
telefono 24-562,1,8
Industrial,1,8
2667 B,1,8
Carni equine,1,8
Cave,1,8
Coloniali,1,8
S. Moisé,1,8
AGENCY,1,8
Conserve,1,8
Detective,1,8
Divise,1,8
Doratura,1,8
"1079""",1,8
Fasite,1,8
Soc per Az,1,8
C. P. 46,1,8
Gres,1,8
Banco,1,8
Lievito,1,8
Malto,1,8
INSETTICIDA,1,8
"Telefono, 23-257",1,8
prime per celerie,1,8
Molini,1,8
Nichelatura,1,8
Olive,1,8
Palombari,1,8
Paraffina,1,8
Piloti,1,8
Porcellane,1,8
Radiotecnico,1,8
Phonola radio,1,8
Rodio,1,8
Cast. 3133,1,8
Sego,1,8
Semiotrica,1,8
terrestri,1,8
S.A.F.A.,1,8
v. Macello,1,8
Teatri,1,8
Telefoni,1,8
Termometri,1,8
Cartotecnica,1,8
Torroni,1,8
Vestiario,1,8
S.A.V.I.A.,1,8
Vetroflex,1,8
awvoc,1,8
oste,1,8
vet radeo,1,8
Cingalagerie,1,8
macerie,1,8
S.,1,8
fotografe,1,8
raprresentante,1,8
tipografa,1,8
lattera,1,8
sguero,1,8
Alla Vida,1,8
nacelleria,1,8
calcature,1,8
mosocore,1,8
pelterie,1,8
ertaio,1,8
Enego,1,8
starchics,1,8
Geomera,1,8
produieni,1,8
gros.,1,8
s. r. l.,1,8
carpentire,1,8
matalto neuro-se,1,8
ca-toleria,1,8
ostetrico,1,8
 Dese,1,8
divise,1,8
chirurg,1,8
par. socio,1,8
caffe',1,8
sa ta,1,8
merce'cie,1,8
Tormo,1,8
numero 572,1,8
numero 565,1,8
Geometra principale del,1,8
palombari,1,8
Geometre,1,8
piloti,1,8
dermosifilopatica,1,8
Pres.,1,8
jeuta,1,8
radiogiologo,1,8
junioico,1,8
orefaceri,1,8
ingg.,1,8
Cassiere,1,8
Filatelica,1,8
Brendole,1,8
arw.,1,8
madura georlua. Le,1,8
ortopedico,1,8
liagerie,1,8
ldm. Domnla Onesta,1,8
dott.,1,8
molino,1,8
hotelgieria,1,8
scnure,1,8
merce- rie,1,8
Pediatra,1,8
muele,1,8
"TEPL. VE,",1,8
Calvacavia,1,8
Plexiglas,1,8
(dett),1,8
 chinicalgile,1,8
carni equine,1,8
S. M. Elisahet- te 22,1,8
S. Pantalon,1,8
Organiz. (ANT),1,8
(eredi),1,8
chimico del La..,1,8
autoparosti,1,8
Cann 8971,1,8
Mlumlnio,1,8
Gludeco 595,1,8
cartolexia,1,8
Villuitteur,1,8
DU5E,1,8
minerial,1,8
Santa Apneise 909-A,1,8
Cann. 2102,1,8
bar.,1,8
caroleria,1,8
 juors,1,8
ebanista,1,8
sqiurero,1,8
Laboratorio orologeria,1,8
t'atoria,1,8
calsature,1,8
merce verie,1,8
mercer.,1,8
Clinica,1,8
Generacia,1,8
Director,1,8
 molino,1,8
radio e radio; alumunofni,1,8
cofor,1,8
RIECA,1,8
vetreria,1,8
Zinografia,1,8
eletrogavanica,1,8
murtori,1,8
C.P. 28,1,8
"cav.,",1,8
Clinica Ostetrica,1,8
modisteria,1,8
pm. Patriarcale,1,8
caleteria,1,8
bigiotterie,1,8
squero,1,8
vetria,1,8
economo,1,8
(Cronometriosta),1,8
 (dett.),1,8
Cann. 1671,1,8
scaprer,1,8
pelliche,1,8
har. s,1,8
Telecommunication,1,8
Arcprete,1,8
dermatologo,1,8
geometra,1,8
ostetia,1,8
arcirepe,1,8
osterie,1,8
ne,1,8
Pal Da Mula,1,8
Met'e,1,8
latte,1,8
S.A.,1,8
o'clock,1,8
Vereie,1,8
vetroflex,1,8
minio,1,8
numero 1641,1,8
661-A,1,8
caffe (serezizi),1,8
sughero,1,8
Orologiaio,1,8
Lari,1,8
co 1294,1,8
(dett.),1,8
arxiv,1,8
mererce,1,8
del Genio Civile,1,8
baccaleria,1,8
infe.,1,8
Dioni,1,8
levita,1,8
various,1,8
in translator biz,1,8
logs,1,8
shoes,1,8
bazar,1,8
promumerla,1,8
soc,1,8
Simone,1,8
 latteria,1,8
 Perito,1,8
 rdm,1,8
G. V,1,8
maestro,1,8
M 40,1,8
hur,1,8
leatarie,1,8
Tuberero,1,8
Conchiapje,1,8
well executives,1,8
Patrimonio,1,8
Rag.,1,8
Geografia,1,8
Pedagogia,1,8
Filosofia,1,8
Prof. dr. ing.,1,8
"Gr. uff, dr. arch.",1,8
" Arsenal°, , ",1,8
Custode,1,8
Guardian Grande,1,8
"Solesin,",1,8
Medica,1,8
Medica II,1,8
Chirurgia II,1,8
Chirurgia III,1,8
Dermosioplasticna,1,8
Oculista,1,8
Ostetricia,1,8
Farmacla interna,1,8
Primario,1,8
D.,1,8
 numero 4925,1,8
Bimesile,1,8
Bce salutariameta,1,8
Medico Chirurgo Ostetrico,1,8
Presd. Soc.,1,8
to-ba,1,8
sagunrO,1,8
professor,1,8
dermosifilopata,1,8
bodhiie,1,8
conservere,1,8
cornice,1,8
Dentista,1,8
pollc-in,1,8
ing. cav,1,8
radio (trasmissioni),1,8
 olii,1,8
Suaege,1,8
radiologo,1,8
photoengraving,1,8
pharmacy,1,8
Pres,1,8
DOGANA,1,8
Categoria IX,1,8
Categoria VII,1,8
Ottonai,1,8
tabachcheria,1,8
Rk. PP. Armeni Mechitaristi,1,8
orefacreia,1,8
monista,1,8
osterica,1,8
Veterinarî prov.,1,8
medico pediatra,1,8
orologie,1,8
Anatomia,1,8
cralrature,1,8
pittore,104,9
Falegnami,53,9
Articoli casalinghi e oggetti diversi,43,9
PROFESSIONISTI E ARTISTI,41,9
Oggetti artistici specialità veneziane ed affini,39,9
Decoratori e pittori,27,9
articoli casalinghi,27,9
Antichità belle arti,24,9
Rappresentanze varie,24,9
Oggetti usati,23,9
illuminazione pubblica,22,9
Ferramenta e colori,21,9
Fotografie,21,9
Pittore,20,9
architetto,20,9
decoratore e pittore,18,9
oggetti di Cancelleria,17,9
Colori e Vernici,16,9
oggetti artistici,15,9
ottica ingegneria fotografia,15,9
FOTOGRAFIA,13,9
Quadri - riproduzioni ed oggetti artistici,13,9
pittore decoratore,13,9
Articoli Fotografici e affini,12,9
Architetto,12,9
BICROMIE TRICROMIE FOTOLITO,11,9
scultore,11,9
Mobili,11,9
Vetri artistici,10,9
ferramenta e colori,10,9
ACCADEMIA di Belle Arti e Liceo Artistico,10,9
Insegnante Accademia di Belle Arti,9,9
Vetro,8,9
MOBILI ARTISTICI,7,9
Strumenti musicali,7,9
refrattari e laterizi,6,9
falegnameria,6,9
Category: Vetro e Ceramica,5,9
Articoli Funebri,5,9
Carta Cartoni ed affini,5,9
Falegnamerie,5,9
Perle d'ogni tipo a lume,5,9
"Terraglie, Porcellane e affini",5,9
Oggetti artistici,5,9
oggetti usati,5,9
antichità belle arti,5,9
colori e vernici,5,9
Articoli Igienici,4,9
FOTOMATERIALE,4,9
Materiale fotografico,4,9
articoli in vetro,4,9
Vetrerie in genere,4,9
mosaici,4,9
