category,frequency,cluster_id
Alimentarì (dett.),1,9
"drogheria, apprendante prodotti chimici",1,9
pesce,1,9
espresso pozzi neri,1,9
Caffè {torreflazione),1,9
latte (grossista),1,9
rappresentante generali alimentarali,1,9
rappresentante generi alimentari tevi (grosso),1,9
alimentari (dtt.),1,9
caffe' (esercizi),1,9
aromi per dolci,1,9
"Compagnia Erbe, Medicinali, Alimentari",1,9
Vini (Grossista),1,9
droghcr (commercio),1,9
caffè (eserzio),1,9
droghe (commercio),1,9
"Soc. Coop. a r. l, alimentari (det.t.)",1,9
Salumi (negozio),1,9
Zuccherificio,1,9
Latte (produzione),1,9
"Alimentari (gross.), loc. Villabona",1,9
"caffè (esercizi) | ""Circolo Varioni""",1,9
"Soc. Coop. a. r. e. 1., alimentari (dett.)",1,9
"s. a. r. 1., alimentari (dett.)",1,9
vini alimentari (ingrosso) (dett.),1,9
ottici (commerce),1,9
dolciumi (girosso),1,9
macelliere (introduttore bestiame),1,9
macelleria (isola della Chiesa),1,9
salumn (negozio),1,9
frigorifero e commcerstihii; catti,1,9
Soc. Industria Conserv alimentari,1,9
cartu (commercio),1,9
salami,1,9
Fruttivendolo,1,9
pesce e carni conservate,1,9
frutti e vermora (grossista),1,9
caffè (torrefazione),1,9
Formaggio burro e conserva,1,9
Alimentari (dett.); Latteria,1,9
frutta e vedura,1,9
cereali (grossista e deposito),1,9
dolciumi (ingrosso),1,9
tabaccherìa,1,9
commerciatista,1,9
pesce e crostacei,1,9
olii commestibili (commercio),1,9
"S. A., caffè",1,9
farmacie,1,9
albergo - ristorante,1,9
Pasticcerias,1,9
rappresentanze generi alimentarii,1,9
carta (grossista),1,9
marmellate frutta vendura (grossista),1,9
perlo (lavoro e commercio),1,9
Alimentari (gross),1,9
"Commercio riso, farina, legumi, Ortaggi conservati all'orto, Carta da imbacco, Saponi in genere",1,9
farmaciaa,1,9
alimentari gross.,1,9
rappresentante penni alimentari,1,9
alimentari (dott.),1,9
frutta,1,9
Pasticceria e Bar,1,9
Specialità veneziana,1,9
Specialità venoziane,1,9
"prodotti officinali,S.g.r.l. prodotti farmaceutici (commerciali)",1,9
olii commestibili (commerce),1,9
frutta e verdura (Grossista),1,9
commercio enologico,1,9
Bar caffè (esercii),1,9
caffe (servizii),1,9
"alimentari, gross.",1,9
"alimentari, detti",1,9
"caffe, commercio, droghe e dolciumi, Coloniali",1,9
"caffè, importatori, droghe e dolciumi, coloniali",1,9
carne vegetale,1,9
carta (commercio),1,9
tabacchiere,1,9
Rappresentanze Medicinali,1,9
Rappresentanze Produttrici di Medicinali,1,9
Coloniali detersivi saponi affii (commercio),1,9
Cucina Tipica Veneziana,1,9
alimentari (dettaglianti),1,9
ottico (commercio),1,9
friggitioria e commestibili cotti,1,9
"pasticceria, bar",1,9
"modisteria, succe. di Baroncelli",1,9
salumi (grossista),1,9
commercisita,1,9
alimentari (dettagli),1,9
alimenti (dett. c. ingrosso),1,9
abitì confezionati,1,9
Pelet (lavor. e commercio),1,9
essicazione frutta ed erbaggi,1,9
Industria sur- roggati cffe,1,9
prodotti farmaceutici,1,9
Soc. Coop. Muranese di Consumo,1,9
per prodotti e commercio,1,9
Salumi,1,9
"cereali (grossista), olii commestibili (commecio)",1,9
"drogheria, pasticceria",1,9
Alimentari (GROSS),1,9
Rosticceria,1,9
alimentari (dettaglio),1,9
macelleria (introduttore bestiame),1,9
caffé,1,9
alimentari (gros.),1,9
commerciants,1,9
vini e olii,1,9
bakery,1,9
Venetian specialties,1,9
negozio imbacazioni,1,9
alimentari (d.t.),1,9
alimentari (detta.),1,9
"cioccolopo, caffè (esercizi)",1,9
"caffe, (esercizi)",1,9
Cereali,1,9
Vini (grossista),1,9
cereali (grossista e de-posto),1,9
alimentarist (gross),1,9
"ristorante, caffè",1,9
"Confezioni ""Al Pupo"" Per Bambini",1,9
Commercio,1,9
pesce crostacei,1,9
rappresentante generale alimentari,1,9
"Vini (grossista), liquori (fabbrica & deposito)",1,9
"t. r. I., per la gestione del caffè: Alpolco, caffè (esercizi)",1,9
eralta (torrefazione),1,9
