category,frequency,canonical_label
"terrazze porcellane, detersivi, saponi, affini (vendita)",1,ADVERTISEMENT
carta (commercio),1,Paper Trade
carbone e legna (grossisti),1,Fuel Wholesale
bottigliecia,1,GARBAGE
malatte polmonari,1,medical profession
avvz.,1,legal profession
cicli e motocicli (noleggio nolecizio riparazioni),1,motorcycle rental
fabbro e meccanico,1,blacksmith and mechanic
fiori piante e sementi,1,floristry
trattoria a Il Fureto Risoro,1,restaurant
disegnatore Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,government/civic institution
trattorìa,1,restaurant
Tenenza delle Legioni Territ. Guardia di Finanza 44 tre,1,government/civic institution
Direttore dell’Istituto Nazionale per l’Assicurazione contro gli Infortunii sul Lavoro,1,government/civic institution
tabacchiere,1,tobacco shop
segretario,1,government/civic institution
modista,1,milliner
fabre ferraio e meccanico,1,blacksmith and mechanic
caleteria,1,GARBAGE
fotografo (agbinetti di pose),1,photographer
Mazzucco Cav. Giuseppe,1,ADVERTISEMENT
minerali,1,minerals
bigiotterie,1,costume jewelry
autoscuola,1,driving school
"Ispett. Riparto Telegrafo Uff. Impianti Elettrici e di Segnalamento, Ferrovia dello Stato",1,government/civic institution
professore Istituto Universitario di Architet,1,academic profession
Radio riparazioni,1,electronics repair
lubrificanti bitumi,1,lubricants
tappeti (negozio),1,carpet store
agenzia marittima spdiuzion,1,shipping company
Rappresentanze Medicinali,1,medical profession
Sarto da Uomo,1,tailor
Fabbro ferraio meccanico,1,blacksmith
Rappresentanze Produttrici di Medicinali,1,medical profession
"Pres. Reg., Sci Club Veneto",1,government/civic institution
Imbarcbi e sbarchi,1,shipping company
Cooperato',1,cooperative
Quadri,1,ADVERTISEMENT
Coloniali detersivi saponi affii (commercio),1,cleaning products
Rappresentante tessuti,1,textile representative
Albergo e ristorante,1,hotel and restaurant
Fotografie (gabinetto di posa),1,photography
Orologeria,1,watchmaking
"impianti e Forniture industriali e Civili, Risc. Moderni, Idraulici, Sanitari, Elettricità ed affini",1,industrial supplies
"vetri, cristalli e specchi",1,glass products
"prodotti antisettícu-genici, inchiostri",1,ADVERTISEMENT
"Rappresentanze Industriali, Commerciali ed affini",1,industrial representative
ricerche minerarie,1,mining research
lucido da Scarpe,1,shoe polish
Capo della Sezione price. Sez. Movimento Ferrovie Dello Stato,1,government/civic institution
Cucina Tipica Veneziana,1,Venetian cuisine
articoli fotografici ottica,1,photography equipment
spedizioni,1,shipping company
pasticcio,1,pastry
sarta; e a confezioni per bambini,1,tailor
"Uff. personale Ferrovie dello Stato, Direzione S. Lucia",1,government/civic institution
Direttore Generale Istituto Federale delle Casse di Risparmio delle Venezie,1,banking institution
l'attrice,1,actress
Segretario Consulate Regionale per l'Agroclultura e Foreste,1,government/civic institution
alimentari (dettaglianti),1,grocer
mobili di lusso e comuni,1,furniture store
nolleggno imbarcazioni,1,shipping company
ottico (commercio),1,optician
naturale cinematografico,1,GARBAGE
mercerie filati ed affini,1,haberdashery
rappresentante carta,1,paper representative
Consigliere Istituto Aut. per le case popolari,1,government/civic institution
friggitioria e commestibili cotti,1,ADVERTISEMENT
"pasticceria, bar",1,pastry shop
imbarchi e sbarchi,1,shipping company
squero,1,boatyard
"modisteria, succe. di Baroncelli",1,millinery
elettricista idraulico,1,electrician/plumber
"legnami e pali da costruzioni, (grossista)",1,construction trade
"parroco, S. Giacomo dall’Orio",1,religious institution/clergy
salumi (grossista),1,wholesaler
Direttore Banca Commerciale Italiana,1,banking institution
pali di legno,1,lumber
Impresa Lavori,1,construction trade
rigattatoi,1,second-hand goods
Aiutante di Cancelleria della Pretura di Mestre,1,legal profession
carbone e legname (dettaglio),1,coal and timber
lavanderia e stalleria,1,laundry services
petrolio,1,petroleum
palii iniettati,1,GARBAGE
argenteria e doratura,1,silverware and gilding
commercisita,1,GARBAGE
lateria,1,construction materials
maglieria biancheria (negozio),1,knitwear shop
alimentari (dettagli),1,grocery store
Imprese Edile,1,construction trade
Impresa Edile Falegnameria,1,carpentry
Macchine Utensili e Utensileria,1,machine tools
Macchine per scrivene - Calcilatrici - Duplicatori,1,office equipment
Veneta Costruzioni,1,construction company
forniture,1,supplies
articoli ceramici,1,ceramic articles
Imballaggii,1,packaging
s. r. Compien venditti automobilie,1,ADVERTISEMENT
oggetti preziosi ed affini,1,precious objects
Societa immobiliare,1,real estate company
S. Croce 772,1,GARBAGE
Investimenti Fondiari e Commercioli,1,investment services
Industrie laterizi e affini,1,brick industry
Importazione Esportazione Commercio Prodotti del suolo e del Findustrie,1,Import/Export Trade
Industrie Navali Officina Meccanicee,1,Shipbuilding Industry
officina di Motoeicli,1,Motorcycle Workshop
Stazioned di Venezia,1,Train Station
vetria,1,Glassworks
"inco,re, coestelatore, sbalzatore, timbri di gom- ma e metallo",1,GARBAGE
"Società automezzi Roma, automoleggi Automosport",1,Car Rental Company
"Comand. Circolo Iozione Tetrti, Guardia di Finanza",1,ADVERTISEMENT
"Servizi accessori ferroviari, libereria",1,Railway Services
Serveto di consulenze tecnice,1,Technical Consulting
Primo Pretore dirige entf,1,Legal Profession
Servizi autotrasporti Industriali di,1,Industrial Transport Services
alimenti (dett. c. ingrosso),1,Food Wholesale
Soc. Coop. Autotrasporti cel eri internazionali,1,International Transport Cooperative
Ca' Rossa,1,ADVERTISEMENT
Corso del Popolo 28,1,ADVERTISEMENT
Cann. 1671,1,ADVERTISEMENT
fotografia,1,Photography
impresa di costruzioni,1,Construction Company
Basiljca S. Marco,1,Religious Institution
chiavaleserie,1,Locksmith Services
"Sostituto capo Sez. Materiale Trazione, Ferrovie dello Stato, Direzione",1,Government Institution
scaprer,1,Shoemaker
abbiagliamento,1,Clothing Retail
Cerioniero del Patriarcato,1,Religious Institution
pelliche,1,leather goods
abitì confezionati,1,tailored clothing
Società Carburanti Italiana Anonima,1,fuel company
Vice Comm. Agg.,1,GARBAGE
Comm. Aggi.,1,GARBAGE
Pelet (lavor. e commercio),1,woodwork and trade
har. s,1,GARBAGE
Vice Presid. Sc.,1,GARBAGE
bandaio e fattirone,1,carpenter and builder
Telecommunication,1,telecommunications
Immobiliare,1,real estate
Molini artistici e tappaziere,1,artistic mills and carpets
Fabbrica,1,factory
pasticciere,1,pastry chef
dermatologo,1,dermatologist
industries,1,manufacturing
"merce nelia, filati e affini",1,"goods, yarns, and related"
Membro Ann.,1,GARBAGE
elettricista,1,electrician
geometra,1,surveyor
perle d’ogni tipo a lume,1,glass beads
"Sez, Materiale Trazione",1,GARBAGE
lapidi marini,1,marine tombstones
"merce-ria, filati e affini",1,"goods, yarns, and related"
ostetia,1,inn/hostel
pubblicità,1,ADVERTISEMENT
consigliere,1,legal profession
Capitale Lire 60.000.000,1,GARBAGE
Imp. Gen. per Costruzioni,1,construction trade
terramatta e metalía,1,GARBAGE
oreccheria,1,jewelry
radiomeccanica,1,GARBAGE
"argenteria, oreficeria, gioiellerie",1,jewelry
"saccheria, azzettaii e santi",1,GARBAGE
fiamaviera,1,GARBAGE
"orologeria, oreficeria, gioielleri",1,jewelry
Ass. Sportiva Veneziana C. Renyen,1,sports association
Basilica di San Marco,1,religious institution
"perle (produtt, e commercio)",1,jewelry
mobili (fabbrica),1,furniture manufacturing
Archivista dell’ Avvercatura dello Stato,1,government/civic institution
"Soc. R. Rappresentanze e Attività affini, case editric",1,publishing company
"Comando iplepii, Legione Territ, Guardia di Finanza",1,government/civic institution
Prefabbricati,1,construction trade
impianti di riscaldamento elettricità idraulica e gas,1,construction trade
Sindacato Imprese Trasporti Recuperi e Ricostruzioni attivita navale,1,transportation trade
osterie,1,tavern
cartoleria oggetti artistici,1,stationery
Soc. Lavorazione Vetri e Cristalli,1,glass manufacturing
tintoria puliture a secco,1,dry cleaning
materiale per costruzione,1,construction trade
ne,1,GARBAGE
legno carboni (grossisti),1,wholesale wood and coal
curtona legna,1,GARBAGE
carta (grossiuita),1,paper (wholesale)
merletti ciconini,1,lace making
Pal Da Mula,1,GARBAGE
essicazione frutta ed erbaggi,1,fruit and vegetable drying
"cotellajuai, arrottini, minio",1,GARBAGE
"aricule sanitari, prodotti farmaceutieci",1,medical supplies
Industria sur- roggati cffe,1,coffee industry
Met'e,1,GARBAGE
vetrate artistiche,1,stained glass
gas (industrie),1,gas industry
c .i o noleggi,1,rentals
società di assicurazioni,1,insurance company
pic eletteggio e verniciatura piroscafi,1,ship painting and varnishing
"autotrasporti, spedizioni",1,transportation and shipping
Perle e Centre,1,GARBAGE
"elttricità econo, nizatori",1,electricity
latte,1,milk
contoi e casearia,1,dairy products
prodotti farmaceutici,1,pharmaceuticals
caffe,1,coffee
O.S.M.,1,GARBAGE
comm.,1,GARBAGE
rag,1,GARBAGE
Soc. Coop. Muranese di Consumo,1,cooperative
attività immobiliari,1,real estate
prodotti industriali,1,industrial products
fonderia,1,foundry
elettromeccanica,1,electromechanical
materiale per saldature autogeno ossigeno,1,welding materials
legna per cellulose,1,wood for cellulose
acquedotti,1,waterworks
per prodotti e commercio,1,GARBAGE
Società mobiliare immobiliare e agricola,1,real estate company
o'clock,1,GARBAGE
Macellazione Venezia,1,butcher
Navigazione Fluviale,1,shipping company
Fornace da calce e laterizi,1,lime and brickworks
Filanda,1,silk mill
Fonderia p'eceuenca,1,foundry
Tessuti stampati e arti etici,1,printed fabrics
Ghiaccio (tabralerio),1,GARBAGE
Antichita della arti,1,antiques
Antichita belle arti,1,fine arts
Essiccato lozzoli,1,GARBAGE
Rimorchi navali,1,naval towing
Attività immobiliare,1,real estate
Fornacci da calce e laterizi,1,Brick and Tile
Acquisto fabbricati e aziende agricole,1,Real Estate
Molino,1,Mill
Carboni e Legna da ardere,1,Coal and Firewood
"Riva del Carboni ""Palazzo Benlo",1,ADVERTISEMENT
Agricoltura R.I.A.C.,1,Agriculture
Vereie,1,GARBAGE
Salumi,1,Cold Cuts
Lungomare Malamocco,1,ADVERTISEMENT
Molini e Pastificio,1,Mills and Pasta
compra vendita immobili,1,Real Estate
impresa pompe funebri,1,Funeral Services
"cereali (grossista), olii commestibili (commecio)",1,Wholesale Grains and Oils
reprezntanze varie,1,ADVERTISEMENT
vetroflex,1,ADVERTISEMENT
"caffè (eserzio), Castello 4565",1,Coffee Shop
minio,1,GARBAGE
ghiaerio (fabbrica),1,Gravel Factory
attività immobiliare,1,Real Estate
industria laterizi,1,Brick Industry
"impianti elettrici di qualsiasi tipo, Lampadari, Compresi illuminanti, Apparecchi o materiale elettrico, Proiettori, Vetrof diffusori primidali Holophane Fidenza. Rappresentante della Società e Compagnia Elettrotecnica Italian., ""Fidenza"". Soc. An. Vetraria, a Dueic (Termoconvettori e Termareatori eletrtic) ol A.E.R.); Apparecchiature Elettroe Razionali, Materiale per installazione m°, Agente della Soc. Fabbriche Rumci >Neon >, Venezia",1,Electrical Equipment
vetre. rie in genere e lampadari,1,Glass and Chandeliers
lavori poruuali materiali per costruzioni,1,Construction Materials
"Costruzioni edili, civili e industriali, industri inoshiva",1,Civil and Industrial Construction
"Ufficio di Venezia, Sezioni: Stabilimento Grandi Motori, Ferriere Piemontesi, Industrie Metallurgiche ed Accialerie, Fonderie Ghisa, Materiale Ferroviario, S. A. Metalli, S. A. Produscia, S. A. Ricuperi Metallifei, Prodotti Vitoc e della Vetrooock.",1,Metallurgical Industry
"Manufatti in cemento, tubi in cemento",1,Construction materials
comperavendita immobili,1,Real estate
rappresentante articoli casalinghi,1,Housewares representative
impresa ed appalti vari,1,Construction and contracts
macellazione,1,Butchery
costruzione e gestione alberghi,1,Hotel management
accumulatori,1,Batteries
"Lavori Edili i cementi armati, Opere pubbliche",1,Civil engineering
elettricità e idraulica,1,Electrical and plumbing
"mezzi S.M.L.T., elettricità idraulica e gas",1,Electrical and gas services
cinema e agenzia noleggio film,1,Cinema and film rental
Quartiere Urbano,1,Urban district
numero 1641,1,GARBAGE
661-A,1,GARBAGE
Via Pasqualegio,1,GARBAGE
"drogheria, pasticceria",1,Grocery and pastry
"S. Marco, numero 367",1,GARBAGE
perle vetrerie e lampadari bigiotterie,1,Glass and chandelier beads
rappresentante carboni,1,Coal representative
tratto-ia,1,GARBAGE
comm. al'oglio,1,GARBAGE
fotografie (gabinetti di posa),1,Photography studio
caffe (serezizi),1,Café services
carbone e legna ingrosso (dettaglio),1,Coal and wood wholesale
provveditore marittimo,1,Maritime supplier
fibre vegetali ed affini legna,1,wood products
ore-fiseria,1,GARBAGE
agenzia aunnitima spedizioni e trasporti,1,shipping agency
Lavorazione di Sughero in genere,1,cork processing
sughero,1,cork
legnami e pali da costruzi,1,timber and poles
Soc. Veneta Impianti Elettrici e lettricit€: id-arulici,1,electrical company
spedizioni trasporti navigazione,1,shipping and transport
Carbone e Legna (Dettaglio),1,coal and wood
Sartoria e Confezioni per Signore,1,women's tailoring
Colori e Vernici (Dettaglio),1,paints and varnishes
Cartoleria Chinaglierie,1,stationery
(Consultivo dei Comune),1,government/civic institution
parroco Treporti,1,clergy
Presidente dell'Associaz ione fra i dipendenti di Aziende Commerci alie della Provincia,1,labor association
"Chioggia, Calle Gradasa 4716",1,GARBAGE
parroco S. Maria del Gi glio,1,clergy
Uff. I. Ragioniere Intenden. za di Finanza Direzione Lotto,1,government/civic institution
co 1294,1,GARBAGE
Presidente del ACCNl,1,labor association
(dett.),1,GARBAGE
"Suoc Fratelli Scarpa, Agenzia Marittima e Casa di Spedizioni",1,shipping agency
Addizionatori,1,GARBAGE
Industria Acque Gassate,1,soft drink industry
Ispett. Comp. delle Tasse e delle II. DD. sugli Affari,1,government/civic institution
Servizio,1,Service
Arciprete,1,Clergy
Maglieria (negozio),1,Knitwear Shop
Fornaci,1,Brickworks
Naviglio,1,Shipping
Laterizi Materiale per costruzioni edilizie,1,Construction Materials
Alimentari (GROSS),1,Grocery
Rosticceria,1,Rotisserie
Società di Navigazione Ae-rea,1,Shipping Company
Tossenti filati,1,Yarn
soprintendente dell’Ente autonomo del Teatro la Fenice,1,Theatre Administration
segretario Istituto C. T. universitario di Economia e Comm.,1,University Secretary
Laboratorio Fiale,1,Laboratory
"seterie, merletti e ricami",1,Textiles and Lace
reti e articoli da pesca,1,Fishing Supplies
"alimentari, numero",1,Grocery
"Ferramenta, Utensileria, Articoli casalinghi",1,Hardware Store
antiichabile belle arti,1,Fine Arts
rappresentante articoli casalinghici,1,Home Goods Representative
alimentari (dettaglio),1,Grocery
Presidente Deputazione Provinciale dell’Amministrazione della Provincia,1,Provincial Government
calce e laterizzi,1,Lime and Bricks
Agenzia di viaggi e turismo,1,Travel Agency
Agente principale di Venezia: Soc. Rappresentanza Generali,1,Insurance Agency
sarda da uomo,1,Men's Sardine
caccia,1,hunting
arciprete Basilica di S. Marco,1,religious institution/clergy
elettricità e idraulica e gas,1,utilities
pelle (lavor. e commercio),1,leather trade
concerie e pelli,1,leather goods
perle,1,pearls
budella,1,intestines
Premiata Fonderia Artistica Maccanica con Laboratorio Bronzi,1,metal foundry
macelleria (introduttore bestiame),1,butcher
ombrelli,1,umbrellas
trasporti marittimi diurnali e terrestri,1,shipping company
arxiv,1,GARBAGE
tessuti alti,1,textiles
rappresantanze varie,1,ADVERTISEMENT
Conservatore Archivio Storico d’Arte Contemp.,1,government/civic institution
pommerinista,1,GARBAGE
automatismi,1,automation
coltelleria,1,cutlery
Lo Ragioniere Ghn. neto Prefettura,1,government/civic institution
Segret. Capo,1,government/civic institution
al bar,1,ADVERTISEMENT
caffé,1,coffee shop
cavalli da corsa,1,horse racing
Comandante in 2.,1,military rank
modelli abiti signore,1,women's fashion
cristalli e specchi (commercio e lavorazione),1,glass and mirror trade
notelli gressi e lavorati,1,GARBAGE
tintoria e pulitura a secco,1,dry cleaning
alimentari (gros.),1,grocery
usciere,1,usher
oggetti artistici per regali,1,gift shop
mererce,1,GARBAGE
friggitore e commestibili,1,fried food vendor
Sarto,1,tailor
Mosaicista,1,mosaic artist
Latte,1,dairy
Esercizi,1,GARBAGE
"Comm, esecutivo",1,ADVERTISEMENT
baccaleria,1,fishmonger
servizi,1,services
San Angelo 2984,1,GARBAGE
parru1chiera,1,hairdresser
hottigliocristai.,1,GARBAGE
fabbro,1,blacksmith
Fabbro,1,blacksmith
Circolo della Spidal,1,civic club
commerciants,1,merchants
Alberoni Bagni,1,spa
Vi ale di S. Elishabetta 57,1,GARBAGE
FERRO-VE DELLE STATO,1,government institution
pensione (dipendenza Excelsior),1,hotel
falegnamerie,1,carpentry
detta artigianale,1,ADVERTISEMENT
vini e olii,1,wine and oil
acqui di colonia,1,perfumery
vetreria in genere e lampadari,1,glassware
Dioni,1,ADVERTISEMENT
confezioni,1,packaging
Mestre Piazza Umberto Primo,1,ADVERTISEMENT
valli cultura,1,ADVERTISEMENT
levita,1,GARBAGE
saddlery,1,saddlery
bakery,1,bakery
perfumery,1,perfumery
laundry and ironing,1,laundry
various,1,ADVERTISEMENT
sewing goods,1,sewing goods
logs,1,GARBAGE
Venetian specialties,1,ADVERTISEMENT
shoes,1,shoes
dressmaker,1,dressmaker
calfabricinio,1,GARBAGE
tabaccheria | Vie Macello,1,tobacco shop
Comando Milit. Maritt. Art. dell'Alto Adriatico | Arsenale,1,government/military institution
pelami e cuoio,1,leather goods
Metall d'Arte,1,Metalwork
sciroppi liguori,1,Syrups
negozio imbacazioni,1,Packaging shop
Attuario,1,Actuary
Vice Direttore Istituto Vittorio Alfierl,1,Educational institution
barbiere | Pescheria,1,Barber | Fishmonger
graunoche e legna (dettagilo) | S. Polo,1,Firewood and coal
sartoria e confezioni,1,Tailoring
trattoria | Burano Treporti,1,Trattoria
Ispett. Contabile Am,1,Accounting inspector
osteria | Murase fdm. Navagero,1,Osteria
bazar,1,Bazar
rappresentante macchinarl,1,Machinery representative
Consigliere del Circlo Fi,1,Civic advisor
lavanderia e stirerie,1,Laundry
alimentari (d.t.),1,Grocery
promumerla,1,Perfume
specialitá veneziane,1,Venetian specialties
stoffe,1,Fabrics
soc,1,GARBAGE
alimentari (detta.),1,Grocery
Importazione,1,Importation
incendiere,1,Firefighter
"Geriatrico del Seminario Patriarcale, Santa Maria della Salute",1,Medical institution
Simone,1,GARBAGE
Instituto Universi di Economia e Commerc,1,University
ditta,1,Business
Nuova,1,ADVERTISEMENT
(Ditta),1,Business
"Clichés in zinco, rame ed ottone",1,Printing
"incisore, cesellatore, sbalzatore",1,Engraving
"fiori, piante e cementisti",1,Florist
Veneto,1,ADVERTISEMENT
"cioccolopo, caffè (esercizi)",1,Coffee Shop
"caffe, (esercizi)",1,Coffee Shop
"cicità, noleggio imbarcazioni",1,Boat Rental
officina industria alluminio,1,Aluminum Industry
officium industria,1,Industry
Fotografia,1,Photography
nepote,1,ADVERTISEMENT
"cordami, spaghi, filati",1,Cordage
Cereali,1,Grains
officina meccanici metalurgla e costruzioni in ferro,1,Metalworking
ferro battuto,1,Wrought Iron
hur,1,GARBAGE
polizia rifiori,1,Police
2196 A,1,GARBAGE
"Spt, S. Zaccaria",1,ADVERTISEMENT
Insegnanti Circolo Filologico,1,Education
poste e telegrafi,1,Postal Service
terrazzi piorellane,1,GARBAGE
Vini (grossista),1,wine wholesaler
Giornali (rivendita),1,newspaper retailer
lingerie e maglieric,1,lingerie
profumi e affini (fab. brcia),1,perfumes manufacturer
cereali (grossista e de-posto),1,grain wholesaler
Fabbro Ferrario e Une-celnino,1,blacksmith
Antiche,1,GARBAGE
leatarie,1,GARBAGE
sarto a uomo,1,tailor
Tuberero,1,GARBAGE
"Ritratti artistici, Lavori industriali",1,artistic portraits
colori e vernici (dett.),1,paints retailer
carbonaio e legna (dettaglio),1,coal and wood retailer
S. Maria degli Angeli (Murano),1,religious institution
Palazzo ex Reale,1,government/civic institution
(gabinetti di posa),1,GARBAGE
A.C.S Empale. vile e handli're;,1,ADVERTISEMENT
alimentarist (gross),1,food wholesaler
elettrotecnica,1,electrical engineering
"Pres. Assoc. Naz. Reduci, Palazzo ex Reale",1,government/civic institution
Società Coop. dell’Arte e dei Lavoratori dell’edilizia ed affini,1,construction trade
materiali radio electri,1,electrical materials
articoli sanitari,1,medical supplies
compra-vendita,1,trade/brokerage
chianista,1,tailor
nolleggio imbarcazioni,1,boat rental
artistic,1,artistic
well executives,1,ADVERTISEMENT
macchine sutenili nuove e do canzone,1,GARBAGE
VENEZIA,1,GARBAGE
"""Pavimenti e rivestimenti""",1,flooring and coverings
Arredamento,1,furniture
Scuola di dattilografia,1,typing school
Imballaggi,1,packaging
Hotel-Restaurant,1,hotel-restaurant
Banchi Lotto,1,lottery office
Ditta Fiorin Pietro,1,ADVERTISEMENT
FORNITURE COMPLETE,1,complete supplies
Case da Gioco,1,gaming houses
Costruzioni Meccaniche,1,mechanical construction
Gassogeni,1,gas generators
Ditta Cecchiotti,1,ADVERTISEMENT
"VETRI DIFFUSORI PRISMATICI PER ILLUMINAZIONE, PROIETTORI E RIFLETTORI PER ILLUMINAZIONE, PUBBLICA, INDUSTRIALE, STABILIMENTI E UFFICI, RAPPRESENTANTE S. A. SUPER LUX",1,lighting equipment
"IMPIANTI ELETTRICI DI QUAL SIASI TIPO, LAMPADARI, COMPLESSI ILLUMINANTI, APPARECCHI E MATERIALE ELETTRICO, PROIETTORI, VETRI DIFFUSORI PRISMATICI,",1,electrical installations
"INSEGNE DECORAZIONI AL NEON, IMPIANTI DI ILLUMINAZIONE A GAS RARI, AGENTE PER IL VENETO S. A. SUPER LUX",1,neon signs
MILANO,1,GARBAGE
"SOCIETÀ ADRIATICA TRASPORTI TURISMO IMBARCHI, SBARCHI, (GIÀ SUCO. GUETTA SOC. AN.) UFFICIO VIAGGI E TURISMO,",1,travel agency
IMBALLAGGIA DI LEGNO PER QUALSIASI INDUSTRIA PAGLIA DI LEGNO PER IMBALLE DEPOSITO DI VENEZIA,1,wooden packaging
Orologi,1,watches
Turaccioli,1,ADVERTISEMENT
capo ufficio matricola,1,government/civic institution
Conterie ar-pe-le,1,ADVERTISEMENT
Industria editoriale San Fantin,1,publishing industry
Accademico,1,academic profession
Presd. Soc.,1,ADVERTISEMENT
Comandante,1,military rank
Capo del Compartimento Ferrovie dello Stato,1,government/civic institution
assistente Soprintendenza ai Monumenti Medievali e Moderni di Veneto Orientale,1,government/civic institution
scatole carta cartoni ed affini,1,packaging industry
"ristorante, caffè",1,restaurant/café
to-ba,1,GARBAGE
notai1o,1,legal profession
barberie,1,barber
sagunrO,1,GARBAGE
S. A. Commercio Carboni e affini,1,trading company
"stoffe, tessuti, lingerie e maglierie",1,textile industry
Commissario Straord.,1,government/civic institution
Compravendita immobili,1,real estate
carbone e legna (grossosta),1,fuel supplier
fabbro ferrario e meccanico,1,metalworker
Ispettor Prov. agricoltura,1,government/civic institution
elettricità industriale e gas,1,industrial services
professor,1,academic profession
insegnanter,1,educator
Capo Sez. Uff. Dazio,1,government/civic institution
Affitti,1,rentals
Istituto Universitario di Architettura,1,university
stoffe per mobili,1,upholstery
"Forniture Statali, Parastatali e Private, Costruzioni Elettriche Centrali, Sottostazioni di Trasformazione e smistamento. Cabine di Trasformazione e di Manovra, Officine carica accumulatori. Linee per trasporto energia per alta e bassa tensione. Per trazioni o telefoniche in genere. Impianti di bordo: Da guerra e mercantili, industriali di luce o forza motricc., Domestici, Di segnalazione. In serie e ad intensità costante, Telefoni, Teatrali, Ospedalieri. Segnalamenti Terrestri e Marittimi. Acustici o luminosi. Macchinari Elettrici, Riparazioni, Riavvolgimenti.",1,electrical construction
dermosifilopata,1,medical profession
Associazione Regionale tra gli Industriali,1,industrial association
San Giovanni e Paolo,1,religious institution/clergy
galleria d’arte,1,art gallery
avvocate,1,legal profession
mobili fabbriche,1,furniture manufacturing
fabbro ferraio e mecca-nico,1,blacksmith and mechanic
"Confezioni ""Al Pupo"" Per Bambini",1,children's clothing
Stoffe per arredamenti,1,upholstery
Colletlico Italialee,1,GARBAGE
"Guanti, Pizzi, Ricami a mano, Esportazione",1,gloves and embroidery
bodhiie,1,GARBAGE
Piazzale Roma 497,1,GARBAGE
Zattere 1406,1,GARBAGE
Ospizio Marino,1,nursing home
cantiere navale ricuperi,1,shipyard
Rettore Istituto Italiano Bava,1,university
Compagnia Legione Territoriale dei Carabinieri,1,government/civic institution
Istituto Universitario di Economia e Commercio,1,university
Articoli imballaggi di cellulosa,1,packaging supplies
"Comoini chimici, Prodotti chimici, Prodotti azotati, Alcool, Cereali, vini, ecc.",1,Chemical products
Libreria Universitaria,1,University bookstore
Genio Magistrato alle Acque,1,Water authority
conservere,1,ADVERTISEMENT
stoffe tessuti,1,Fabrics
tappetti decorazioni,1,Carpets and decorations
otorinolaringoiatra,1,"Ear, nose, throat specialist"
cornice,1,Frame
Dentista,1,Dentist
macchine per cucire,1,Sewing machines
Società Fabbriche Riunite,1,Manufacturing company
pollc-in,1,GARBAGE
trattoria e Albergo il  Accademia,1,Restaurant and hotel
cicli e motocicli (accessori,1,Bicycles and motorcycles
pellicterie,1,Furrier
Capo di Stato Magg. Comando Militare Marittimo Autonomo Dell'Alto Adriatico,1,Military command
risandamento e fumisteria,1,Plumbing and heating
Pres. dell'Associazione Prov. tra gli Agenti di Assicurazione,1,Insurance association
carbone e legna (grossi sta),1,Coal and wood
articoli igienici,1,Hygiene products
Concessionaria per le reclandiazioni circolari,1,ADVERTISEMENT
radio (trasmissioni),1,Radio broadcasting
"commmercio e lavorazione, Stabilimento : Murano, Fondamenta Manin numero 78",1,Glass manufacturing
Istituto Nazionale per l'Assie. contro gli Infortuni sul Lavoro,1,Occupational safety institute
Distretto Militare di Venezia,1,Military district
lo porta orlat. uff. nostra generale sull’entrata,1,GARBAGE
Officina di Villar Perosa,1,Workshop
professore Istituto Universitario di Architettura,1,Architecture Professor
"Ispettore di Zona, Azienda di Stato per i servizi Telefonici",1,Government Agency
stoffe per arredamenti,1,Furnishing Fabrics
carbonia,1,GARBAGE
Tendomna Volante Legione Ferrit,1,GARBAGE
argenteria orologeria,1,Silverware and Watches
Negozi,1,Retail
Pavimentazioni e Rivestimenti Musici e Vetrosi,1,Flooring and Coatings
A.l S. Biagio,1,GARBAGE
Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,Government Institution
compatabile suprimetendenza al Monumenti Medianei e Moderni del Veneto Orientale,1,GARBAGE
Archivista Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,Government Institution
automoleggio,1,Car Rental
industria bostchiva,1,GARBAGE
"stoffe per arredamenti, tendeaggi e tappezzi, Filiali a Roma, Milano, Torino, Firenze",1,Furnishing Fabrics
Ingrosso Maglierie,1,Wholesale Knitwear
Riparazioni Radio,1,Radio Repairs
Istituto Universitario di Architett.,1,Architecture Institute
Magistrato alle Acque,1,Water Magistrate
Commercio,1,Commerce
pesce crostacei,1,Seafood
tendaggi e tappeti,1,Curtains and Carpets
notato,1,Notary
commercio e lavorazione,1,commerce and processing
S. Marco 597-B,1,GARBAGE
carbone importatori e produttori,1,coal importers and producers
Ispettrice Reale Infermiere Volont. Croce Rossa Italiana,1,medical profession
radiologo,1,medical profession
vetri in genere e lampadari,1,glass and chandeliers
pharmacy,1,pharmacy
factories,1,factories
Pres,1,GARBAGE
Acquedotti,1,waterworks
"Costruzione riparazione e motorizzazione Burchi, Bragozzi, Topi, Maone, Peate; Motoscafi di lusso e da trasporto - Arredamento completo del natante",1,construction trade
Coltellerie IN GENERE - ARROTATURA RASOI,1,cutlery
libri antichi,1,antique books
Orzo,1,GARBAGE
Ottonai,1,GARBAGE
(già Pardo e Bassani),1,GARBAGE
Ufficio Rappresentanza Prodotti Italiani URPI,1,ADVERTISEMENT
Elettricista,1,electrician
agnuni,1,GARBAGE
S. Luca 1578-C,1,GARBAGE
autotrasporti ricuperi navali,1,transportation and salvage
per Imprese di Costruzioni,1,construction trade
In. dell’intendenza di finanza,1,government/civic institution
